Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Kaposi sarcoma-associated herpesvirus infection	9/193	0.002558929886259221	0.033948469824372336	0	0	3.2918478260869564	19.646294671345487	GNG2;AKT3;HLA-C;PIK3CD;HLA-F;IRF9;PIK3R5;JAK1;MAPK13
Osteoclast differentiation	7/127	0.003022415454408334	0.03759129221420365	0	0	3.9117294520547947	22.69467664661179	AKT3;PIK3CD;IRF9;NFKB2;JAK1;TGFBR2;MAPK13
Non-small cell lung cancer	5/72	0.004465923924699794	0.04101021967609579	0	0	4.983754695908214	26.968487924696287	EML4;RASSF5;AKT3;PIK3CD;JAK3
Rap1 signaling pathway	9/210	0.004466901476524915	0.04101021967609579	0	0	3.01080802882141	16.291663773709487	RGS14;RASSF5;AKT3;RAPGEF1;PIK3CD;PRKD2;PRKCZ;IGF1R;MAPK13
ABC transporters	4/45	0.0045052984693724546	0.04101021967609579	0	0	6.501860272840016	35.12630751795709	ABCA5;TAP2;TAP1;ABCA7
Insulin signaling pathway	7/137	0.004588840921276116	0.04101021967609579	0	0	3.6089831401475236	19.431226488512035	AKT3;MKNK2;RAPGEF1;PIK3CD;PYGM;PRKCZ;FOXO1
C-type lectin receptor signaling pathway	6/104	0.004739874635930669	0.04101021967609579	0	0	4.096190011840914	21.921762742612305	AKT3;PIK3CD;IRF9;MALT1;NFKB2;MAPK13
NF-kappa B signaling pathway	6/104	0.004739874635930669	0.04101021967609579	0	0	4.096190011840914	21.921762742612305	DDX58;ATM;IRAK4;TIRAP;MALT1;NFKB2
T cell receptor signaling pathway	6/104	0.004739874635930669	0.04101021967609579	0	0	4.096190011840914	21.921762742612305	AKT3;NCK2;PIK3CD;RASGRP1;MALT1;MAPK13
Insulin resistance	6/108	0.005690113026337757	0.04552458805980695	0	0	3.934752057819715	20.338832412814277	CRTC2;AKT3;PIK3CD;PYGM;PRKCZ;FOXO1
Signaling pathways regulating pluripotency of stem cells	7/143	0.005784472830234514	0.04552458805980695	0	0	3.448705680902498	17.76972519060761	PCGF5;AKT3;PIK3CD;JAK3;IGF1R;JAK1;MAPK13
HIF-1 signaling pathway	6/109	0.005947936128416988	0.04552458805980695	0	0	3.8963517677855464	19.96767672048884	CDKN1B;AKT3;MKNK2;PIK3CD;ALDOC;IGF1R
Pathways in cancer	16/531	0.00649290063773225	0.047855082478100656	0	0	2.1062540738961886	10.609298465297668	CDKN1B;IL4R;PIK3CD;RASGRP1;FOXO1;NFKB2;IGF1R;TGFBR2;EML4;GNG2;RASSF5;AKT3;PIM2;JAK3;PPARD;JAK1
Human cytomegalovirus infection	9/225	0.006940419985180641	0.04932655632324812	0	0	2.7995689655172415	13.914957960382544	GNG2;AKT3;TAP2;HLA-C;TAP1;PIK3CD;HLA-F;JAK1;MAPK13
PI3K-Akt signaling pathway	12/354	0.007285742475927375	0.04999526733481199	0	0	2.366770584999083	11.648856494027633	RBL2;CRTC2;GNG2;CDKN1B;IL4R;AKT3;PIK3CD;PPP2R5C;JAK3;JAK1;IGF1R;PIK3R5
AMPK signaling pathway	6/120	0.009373100527604778	0.06217490016644503	0	0	3.518412071133465	16.43067242289262	CRTC2;AKT3;PIK3CD;PPP2R5C;FOXO1;IGF1R
Platelet activation	6/124	0.010910559232435071	0.07003875120176062	0	0	3.3984497020882745	15.354278070431123	AKT3;PIK3CD;PRKCZ;RASGRP1;PIK3R5;MAPK13
Th1 and Th2 cell differentiation	5/92	0.012348333041968	0.0767911961047385	0	0	3.8341543513957306	16.84817218426213	IL4R;MAML2;JAK3;JAK1;MAPK13
Relaxin signaling pathway	6/129	0.013073311732429715	0.07883603135616707	0	0	3.259468908682261	14.136911181381114	GNG2;AKT3;PIK3CD;PRKCZ;TGFBR2;MAPK13
Influenza A	7/172	0.015054304618775383	0.08667807854096782	0	0	2.8383561643835615	11.910001628965782	DDX58;AKT3;MX1;PIK3CD;IRAK4;IRF9;JAK1
Prostate cancer	5/97	0.015244888185597355	0.08667807854096782	0	0	3.624852114758947	15.164608815325032	CDKN1B;AKT3;PIK3CD;FOXO1;IGF1R
Acute myeloid leukemia	4/67	0.01796849091164969	0.09932582476161912	0	0	4.226634382566586	16.9874165457471	AKT3;PIK3CD;PIM2;PPARD
Chagas disease	5/102	0.018563821424212645	0.09936831695856649	0	0	3.437127428290904	13.702248305314791	AKT3;PIK3CD;IRAK4;TGFBR2;MAPK13
Primary immunodeficiency	3/38	0.018974854494600638	0.09936831695856649	0	0	5.694787644787644	22.577786441570325	TAP2;TAP1;JAK3
Toll-like receptor signaling pathway	5/104	0.02001461585564621	0.10212586039163066	0	0	3.36734693877551	13.170678757651048	AKT3;PIK3CD;IRAK4;TIRAP;MAPK13
Th17 cell differentiation	5/107	0.02232684189247892	0.11107603841508262	0	0	3.2678071228491397	12.424090438565148	IL4R;JAK3;JAK1;TGFBR2;MAPK13
Ras signaling pathway	8/232	0.023806526896337724	0.11554875249685871	0	0	2.3904025527736867	8.934835896721872	GNG2;RASA3;RASSF5;AKT3;RASA2;PIK3CD;RASGRP1;IGF1R
Chemokine signaling pathway	7/192	0.025713392969938235	0.1199602790483023	0	0	2.5289152165864492	9.257709424223384	GNG2;GRK5;AKT3;PIK3CD;PRKCZ;JAK3;PIK3R5
Toxoplasmosis	5/112	0.02655285716436503	0.1199602790483023	0	0	3.114311145018755	11.300645237390361	AKT3;IRAK4;PIK3R5;JAK1;MAPK13
Chronic myeloid leukemia	4/76	0.027126696267204035	0.1199602790483023	0	0	3.6966101694915254	13.33454873354733	CDKN1B;AKT3;PIK3CD;TGFBR2
Pancreatic cancer	4/76	0.027126696267204035	0.1199602790483023	0	0	3.6966101694915254	13.33454873354733	AKT3;PIK3CD;JAK1;TGFBR2
Pathogenic Escherichia coli infection	7/197	0.029023568464442064	0.12481070446938833	0	0	2.461733958183129	8.713669400551831	CYFIP2;WIPF1;NCK2;IRAK4;TIRAP;CYTH1;MAPK13
Antigen processing and presentation	4/78	0.02947790507568468	0.12481070446938833	0	0	3.5963353183692166	12.673896639436734	TAP2;HLA-C;TAP1;HLA-F
Hepatitis C	6/157	0.030870508719574728	0.12758554945026396	0	0	2.6512668670750177	9.220984102509426	DDX58;AKT3;MX1;PIK3CD;IRF9;JAK1
Shigellosis	8/246	0.03215804279809968	0.12758554945026396	0	0	2.2481734962026048	7.727180700421515	AKT3;PIK3CD;ATM;TECPR1;FOXO1;MALT1;CYTH1;MAPK13
Necroptosis	6/159	0.03254997803298337	0.12758554945026396	0	0	2.616342099979924	8.960915663982494	ZBP1;PYGM;JAK3;CHMP7;IRF9;JAK1
Neurotrophin signaling pathway	5/119	0.03327694105616729	0.12758554945026396	0	0	2.9220372359470104	9.943372992307614	AKT3;RAPGEF1;PIK3CD;IRAK4;MAPK13
MAPK signaling pathway	9/294	0.03333893754479259	0.12758554945026396	0	0	2.1142649727767697	7.190677055786759	AKT3;RASA2;MKNK2;IRAK4;RASGRP1;IGF1R;NFKB2;TGFBR2;MAPK13
JAK-STAT signaling pathway	6/162	0.035178750993524306	0.1320862537304026	0	0	2.5656340246783933	8.58798023594544	IL4R;AKT3;PIK3CD;JAK3;IRF9;JAK1
Sphingolipid metabolism	3/49	0.03678741006720164	0.1355684185809838	0	0	4.330566980023502	14.302128819659439	CERS4;CERK;SGPP1
ErbB signaling pathway	4/85	0.038633144938085895	0.13978174259416531	0	0	3.2843691148775895	10.686170143138815	CDKN1B;AKT3;NCK2;PIK3CD
Dopaminergic synapse	5/132	0.04836068265087915	0.1718531401343741	0	0	2.6211902083668113	7.939763741998196	GNG2;AKT3;PPP2R5C;ARNTL;MAPK13
Tuberculosis	6/180	0.05379943913121018	0.1857794910371081	0	0	2.298105213604802	6.7161946464294955	AKT3;IRAK4;TIRAP;MALT1;JAK1;MAPK13
NOD-like receptor signaling pathway	6/181	0.05498017752976946	0.1857794910371081	0	0	2.284856167723062	6.627870940032308	AIM2;ERBIN;IRAK4;IRF9;JAK1;MAPK13
Yersinia infection	5/137	0.05508035161401698	0.1857794910371081	0	0	2.5212585034013606	7.309033151858283	WIPF1;AKT3;PIK3CD;IRAK4;MAPK13
Fluid shear stress and atherosclerosis	5/139	0.057911970903798474	0.18713900717485918	0	0	2.483373946593563	7.074713091945467	AKT3;PIK3CD;PRKCZ;KLF2;MAPK13
Notch signaling pathway	3/59	0.0583046153007099	0.18713900717485918	0	0	3.5554416023166024	10.104828222082183	KAT2B;ATXN1;MAML2
VEGF signaling pathway	3/59	0.0583046153007099	0.18713900717485918	0	0	3.5554416023166024	10.104828222082183	AKT3;PIK3CD;MAPK13
Coronavirus disease	7/232	0.060337550013949005	0.19059003893295	0	0	2.075068493150685	5.826378661980166	DDX58;MX1;PIK3CD;IRAK4;IRF9;JAK1;MAPK13
Progesterone-mediated oocyte maturation	4/100	0.06312630046068021	0.19628334049492754	0	0	2.7690677966101696	7.649875957300107	AKT3;PIK3CD;IGF1R;MAPK13
Longevity regulating pathway	4/102	0.06688780040657752	0.204779573552445	0	0	2.712279488066413	7.336007253554513	AKT3;PIK3CD;FOXO1;IGF1R
Cytosolic DNA-sensing pathway	3/63	0.0682456392268827	0.20493902909905734	0	0	3.3177364864864867	8.906933857492522	ZBP1;AIM2;DDX58
Transcriptional misregulation in cancer	6/192	0.06899957261124041	0.20493902909905734	0	0	2.1485192117141914	5.744399065197151	CDKN1B;ATM;FOXO1;IGF1R;TGFBR2;BAIAP3
GnRH secretion	3/64	0.07084370722022106	0.20732202554152926	0	0	3.2631812140008862	8.638551541990788	GABBR1;AKT3;PIK3CD
Glucagon signaling pathway	4/107	0.07678722057968676	0.2214587955848937	0	0	2.5799572157314463	6.622020177439242	CRTC2;AKT3;PYGM;FOXO1
Salmonella infection	7/249	0.08100159604091788	0.22890582923464875	0	0	1.927615193026152	4.844649088186878	CYFIP2;AKT3;PIK3CD;IRAK4;TIRAP;CYTH1;MAPK13
Fc epsilon RI signaling pathway	3/68	0.08166991897316614	0.22890582923464875	0	0	3.0617463617463616	7.669887530841718	AKT3;PIK3CD;MAPK13
Renal cell carcinoma	3/69	0.08448192417505432	0.23145739485303915	0	0	3.0152027027027026	7.451222235512739	AKT3;RAPGEF1;PIK3CD
Diabetic cardiomyopathy	6/203	0.08490648152900432	0.23145739485303915	0	0	2.0274077025692554	5.000002699841817	AKT3;PDK3;PIK3CD;PRKCZ;TGFBR2;MAPK13
Prolactin signaling pathway	3/70	0.0873348616012641	0.23485996565745343	0	0	2.970048406615571	7.240994543027833	AKT3;PIK3CD;MAPK13
Cholinergic synapse	4/113	0.08957695266040573	0.23767751439227655	0	0	2.437194837505831	5.880115713605975	GNG2;AKT3;PIK3CD;PIK3R5
Melanoma	3/72	0.09316096449943462	0.24393463072878274	0	0	2.883666274970623	6.844169899006446	AKT3;PIK3CD;IGF1R
Glioma	3/75	0.10219086107401457	0.2641036539445311	0	0	2.7630912162162162	6.302370750374342	AKT3;PIK3CD;IGF1R
Pertussis	3/76	0.10527569181008227	0.2657706357428619	0	0	2.72510181414291	6.1346749000078455	IRAK4;TIRAP;MAPK13
Aldosterone-regulated sodium reabsorption	2/37	0.10550693579741754	0.2657706357428619	0	0	3.783742183742184	8.509555146450905	PIK3CD;NR3C2
Thyroid hormone signaling pathway	4/121	0.1081023577231183	0.26630825691988674	0	0	2.2696219035202088	5.049175066434838	KAT2B;AKT3;PIK3CD;FOXO1
Leishmaniasis	3/77	0.10839682819352175	0.26630825691988674	0	0	2.6881391526661798	5.97292813040941	IRAK4;JAK1;MAPK13
Allograft rejection	2/38	0.11031427749737964	0.2677139173412018	0	0	3.6784511784511786	8.108858404622246	HLA-C;HLA-F
B cell receptor signaling pathway	3/81	0.12123071200824431	0.2906615866221761	0	0	2.5497661122661124	5.380159069886007	AKT3;PIK3CD;MALT1
Homologous recombination	2/41	0.12506420077620503	0.2962830470769619	0	0	3.394975394975395	7.057909636477599	POLD4;ATM
Graft-versus-host disease	2/42	0.13008120917399152	0.30454306618381544	0	0	3.30993265993266	6.750926530927179	HLA-C;HLA-F
Type I diabetes mellitus	2/43	0.13514410349384076	0.312717169712492	0	0	3.2290383509895704	6.462641388638697	HLA-C;HLA-F
Colorectal cancer	3/86	0.13800703246614343	0.31567125816968444	0	0	2.3955551937479647	4.744278805171719	AKT3;PIK3CD;TGFBR2
Glycosphingolipid biosynthesis	2/45	0.14539769109631362	0.32879705145643645	0	0	3.0785373110954506	5.936289910969077	B3GALT4;ST6GALNAC3
Apelin signaling pathway	4/137	0.14971889546286152	0.3329570982664894	0	0	1.9949534854084363	3.788408236770801	GNG2;AKT3;KLF2;PIK3R5
Type II diabetes mellitus	2/46	0.15058361228132686	0.3329570982664894	0	0	3.008417508417508	5.695646693771133	PIK3CD;PRKCZ
Morphine addiction	3/91	0.15551725681613243	0.3370148765012217	0	0	2.2588682432432434	4.203750586782177	GABBR1;GNG2;GRK5
Carbohydrate digestion and absorption	2/47	0.15580587255332862	0.3370148765012217	0	0	2.9414141414141413	5.468513786041833	AKT3;PIK3CD
Small cell lung cancer	3/92	0.1590996665913778	0.34043907152348585	0	0	2.2333738232614637	4.10544234386064	CDKN1B;AKT3;PIK3CD
Breast cancer	4/147	0.17839309685291932	0.3720637531657848	0	0	1.8544980443285528	3.1967202203328475	AKT3;PIK3CD;IGF1R;NFKB2
Choline metabolism in cancer	3/98	0.18109830272967906	0.3720637531657848	0	0	2.091678520625889	3.5740830618901747	SLC44A2;AKT3;PIK3CD
Cell adhesion molecules	4/148	0.18135770882955343	0.3720637531657848	0	0	1.8415254237288134	3.144006718672424	SELL;ICAM3;HLA-C;HLA-F
Phospholipase D signaling pathway	4/148	0.18135770882955343	0.3720637531657848	0	0	1.8415254237288134	3.144006718672424	AKT3;PIK3CD;CYTH1;PIK3R5
Gastric cancer	4/149	0.18433869217010687	0.3736850391575617	0	0	1.8287317358270017	3.092349696059758	CDKN1B;AKT3;PIK3CD;TGFBR2
Adrenergic signaling in cardiomyocytes	4/150	0.18733571881842803	0.3736850391575617	0	0	1.8161133039238448	3.0417227862344225	AKT3;PPP2R5C;PIK3R5;MAPK13
Autoimmune thyroid disease	2/53	0.18778142671234255	0.3736850391575617	0	0	2.594573182808477	4.339362977770477	HLA-C;HLA-F
Phagosome	4/152	0.19337658698628732	0.38100931495317997	0	0	1.7913879981676593	2.9434578580500967	TAP2;HLA-C;TAP1;HLA-F
Regulation of lipolysis in adipocytes	2/55	0.19863593873561836	0.38539862180599443	0	0	2.4964106473540437	4.0349025537760355	AKT3;PIK3CD
mTOR signaling pathway	4/154	0.19947767862320315	0.38539862180599443	0	0	1.7673220338983051	2.8490166727416444	AKT3;PIK3CD;LAMTOR4;IGF1R
Thiamine metabolism	1/15	0.2022997273098865	0.3870927474487251	0	0	4.7188398849472675	7.540729177101283	TPK1
Endometrial cancer	2/58	0.2150501328159347	0.4075712040987715	0	0	2.362313612313612	3.630602235051844	AKT3;PIK3CD
Lipid and atherosclerosis	5/215	0.2200830136509721	0.41317471430701364	0	0	1.5784742468415938	2.389416131501125	AKT3;PIK3CD;IRAK4;TIRAP;MAPK13
Viral myocarditis	2/60	0.2260613188469893	0.42043179860327917	0	0	2.2806223151050737	3.3911690575483275	HLA-C;HLA-F
TNF signaling pathway	3/112	0.23512755722830375	0.4332442952632634	0	0	1.8217208033721795	2.63717243161822	AKT3;PIK3CD;MAPK13
Leukocyte transendothelial migration	3/114	0.24307805756760256	0.44078504229804233	0	0	1.7887143900657414	2.529908734624691	RASSF5;PIK3CD;MAPK13
Hepatocellular carcinoma	4/168	0.24365002338082742	0.44078504229804233	0	0	1.6152955766845805	2.280833559080646	AKT3;PIK3CD;IGF1R;TGFBR2
Growth hormone synthesis, secretion and action	3/119	0.26313255115846274	0.47055768127987363	0	0	1.7111777726001864	2.28458895572422	AKT3;PIK3CD;MAPK13
Glycolysis / Gluconeogenesis	2/67	0.2648364839364113	0.47055768127987363	0	0	2.0342916342916344	2.7028466994527522	ALDOC;GALM
Central carbon metabolism in cancer	2/70	0.281483495046697	0.4903773062113552	0	0	1.944246385422856	2.464685106742581	AKT3;PIK3CD
RIG-I-like receptor signaling pathway	2/70	0.281483495046697	0.4903773062113552	0	0	1.944246385422856	2.464685106742581	DDX58;MAPK13
Cell cycle	3/124	0.2833838704236475	0.4903773062113552	0	0	1.6400491400491402	2.0680246665929127	RBL2;CDKN1B;ATM
Adherens junction	2/71	0.28702712994003865	0.4923999901557559	0	0	1.915971307275655	2.3914742657062287	IGF1R;TGFBR2
Axon guidance	4/182	0.28974779728417926	0.49281890307309123	0	0	1.4871833936393068	1.84224009903236	EPHA4;NCK2;PIK3CD;PRKCZ
Mismatch repair	1/23	0.292938485298911	0.49402337774985833	0	0	3.001677852348993	3.685437974142186	POLD4
Inositol phosphate metabolism	2/73	0.29809949640189937	0.49434833153314983	0	0	1.8618105942049603	2.2534014326503664	ITPKB;PIK3CD
p53 signaling pathway	2/73	0.29809949640189937	0.49434833153314983	0	0	1.8618105942049603	2.2534014326503664	SHISA5;ATM
Oocyte meiosis	3/129	0.3037631916979617	0.49957748056111057	0	0	1.5745656370656371	1.8761057514898543	PPP2R5C;IGF1R;MAPK13
Natural killer cell mediated cytotoxicity	3/131	0.3119361379013949	0.5088138642817834	0	0	1.5498046875	1.8054555067980071	HLA-C;PIK3CD;CD48
RNA degradation	2/79	0.3311224396469573	0.5356707552658115	0	0	1.7162097162097163	1.896870073737649	BTG2;BTG1
Autophagy	3/137	0.3364766050664645	0.5356707552658115	0	0	1.4799566357402179	1.612008218310402	AKT3;PIK3CD;IGF1R
Estrogen signaling pathway	3/137	0.3364766050664645	0.5356707552658115	0	0	1.4799566357402179	1.612008218310402	GABBR1;AKT3;PIK3CD
Focal adhesion	4/201	0.3538669577553294	0.558885115819925	0	0	1.3424417104017896	1.394574443554812	AKT3;RAPGEF1;PIK3CD;IGF1R
Apoptosis	3/142	0.356896905408907	0.5592321588690748	0	0	1.4263562123274354	1.4695866718102282	AKT3;PIK3CD;ATM
Spinocerebellar ataxia	3/143	0.3609724476787249	0.5611849154296209	0	0	1.4160955598455598	1.442935733479689	ATXN1;AKT3;PIK3CD
Pentose phosphate pathway	1/30	0.36378318638402557	0.5611849154296209	0	0	2.2763249247859294	2.3018134599179123	ALDOC
Proteoglycans in cancer	4/205	0.3674320058822334	0.5624536090043418	0	0	1.31545661522894	1.3170575199505508	AKT3;PIK3CD;IGF1R;MAPK13
Circadian rhythm	1/31	0.3733088998141916	0.5627914474471525	0	0	2.2003355704697984	2.168098569388509	ARNTL
Galactose metabolism	1/31	0.3733088998141916	0.5627914474471525	0	0	2.2003355704697984	2.168098569388509	GALM
GABAergic synapse	2/89	0.38508347818032923	0.5734945596522697	0	0	1.5181702078253803	1.4487824536855385	GABBR1;GNG2
Base excision repair	1/33	0.3919359804658728	0.5734945596522697	0	0	2.062604865771812	1.9319528065483063	POLD4
Fructose and mannose metabolism	1/33	0.3919359804658728	0.5734945596522697	0	0	2.062604865771812	1.9319528065483063	ALDOC
SNARE interactions in vesicular transport	1/33	0.3919359804658728	0.5734945596522697	0	0	2.062604865771812	1.9319528065483063	VAMP2
Non-alcoholic fatty liver disease	3/155	0.4094725334831052	0.5947812712637804	0	0	1.303498399715505	1.1638747568204113	AKT3;PIK3CD;MAPK13
DNA replication	1/36	0.4188469839052105	0.5953610699795493	0	0	1.8855225311601151	1.6408752649294156	POLD4
Mucin type O-glycan biosynthesis	1/36	0.4188469839052105	0.5953610699795493	0	0	1.8855225311601151	1.6408752649294156	ST6GALNAC3
Starch and sucrose metabolism	1/36	0.4188469839052105	0.5953610699795493	0	0	1.8855225311601151	1.6408752649294156	PYGM
Fc gamma R-mediated phagocytosis	2/97	0.4268677638297762	0.5982160915642638	0	0	1.3897572213361686	1.1830739175499012	AKT3;PIK3CD
Phosphatidylinositol signaling system	2/97	0.4268677638297762	0.5982160915642638	0	0	1.3897572213361686	1.1830739175499012	ITPKB;PIK3CD
Inflammatory mediator regulation of TRP channels	2/98	0.43198795920534033	0.6011580691039352	0	0	1.3752104377104377	1.1542932820713132	PIK3CD;MAPK13
Hematopoietic cell lineage	2/99	0.4370837431168456	0.6040254505573075	0	0	1.3609635877677115	1.126374934340449	IL4R;CD37
Amoebiasis	2/102	0.4522205586728445	0.620633732247559	0	0	1.31993265993266	1.0474790984939346	PIK3CD;SERPINB9
Vasopressin-regulated water reabsorption	1/44	0.4849463623745183	0.6609885350173229	0	0	1.5341033244888402	1.1102566360567794	VAMP2
Proteasome	1/46	0.5002651431675317	0.6772296836077469	0	0	1.465771812080537	1.015218526142923	PSMB9
Nucleotide excision repair	1/47	0.5077533845548972	0.6827224562596252	0	0	1.4338342573679603	0.971794664260005	POLD4
Cocaine addiction	1/49	0.5223960190467076	0.6930453852686321	0	0	1.3739513422818792	0.8921468929359279	CDK5R1
Ether lipid metabolism	1/49	0.5223960190467076	0.6930453852686321	0	0	1.3739513422818792	0.8921468929359279	GDPD3
Ovarian steroidogenesis	1/51	0.5366044979106933	0.7056684396718241	0	0	1.3188590604026846	0.8209817975887707	IGF1R
Neutrophil extracellular trap formation	3/189	0.5390030292970718	0.7056684396718241	0	0	1.063371839581517	0.657200044944248	AKT3;PIK3CD;MAPK13
Glycosaminoglycan biosynthesis	1/53	0.5503916518470008	0.7158688805068834	0	0	1.2680046463603512	0.7571574772209602	EXT1
Legionellosis	1/57	0.5767514298702974	0.7452826918453842	0	0	1.177193192713327	0.6478610959635737	NFKB2
Long-term depression	1/60	0.5955052646956256	0.7645519204801903	0	0	1.1171652826754634	0.5790770936667229	IGF1R
Lysine degradation	1/63	0.6134307834106423	0.7825174737097295	0	0	1.0629465252219095	0.5194490453500268	EZH1
Inflammatory bowel disease	1/65	0.624939028936179	0.7921201704350295	0	0	1.0296245805369129	0.4840277382022312	IL4R
cAMP signaling pathway	3/216	0.62943745571488	0.7927724916915261	0	0	0.9272934906737723	0.4292708498388054	GABBR1;AKT3;PIK3CD
Regulation of actin cytoskeleton	3/218	0.6356286099075238	0.7955351784377184	0	0	0.9185732243871779	0.4162430359706986	CYFIP2;FGD3;PIK3CD
Cytokine-cytokine receptor interaction	4/295	0.6459943162293086	0.7962901071137571	0	0	0.9044207583435261	0.39519983106516193	IL4R;IL16;TNFRSF14;TGFBR2
Adipocytokine signaling pathway	1/69	0.6469411425350784	0.7962901071137571	0	0	0.9688610343466245	0.4219389401784486	AKT3
Retrograde endocannabinoid signaling	2/148	0.6517835416698053	0.7962901071137571	0	0	0.9019417923527513	0.3860696572974766	GNG2;MAPK13
Epithelial cell signaling in Helicobacter pylori infection	1/70	0.6522376254248362	0.7962901071137571	0	0	0.9547709366793113	0.4080178531840104	MAPK13
PPAR signaling pathway	1/74	0.6726433231284035	0.816195251844831	0	0	0.9022708467408292	0.3577865450137751	PPARD
MicroRNAs in cancer	4/310	0.6839180117115807	0.8237646113210035	0	0	0.8594217347956131	0.3265091287207898	CDKN1B;PIK3CD;ATM;MIRLET7G
Bacterial invasion of epithelial cells	1/77	0.6871604295441537	0.8237646113210035	0	0	0.8665224302366655	0.32510837746921234	PIK3CD
Synaptic vesicle cycle	1/78	0.6918554362136635	0.824426537763587	0	0	0.8552253116011506	0.31504640569100756	VAMP2
Chemical carcinogenesis	3/239	0.6962608013968615	0.824737496892711	0	0	0.835933921209345	0.30263397184975294	AKT3;PIK3CD;MIRLET7G
Hippo signaling pathway	2/163	0.7030445002037139	0.8278452990564442	0	0	0.8172825564129912	0.2879573220417419	PRKCZ;TGFBR2
Peroxisome	1/82	0.7099435597032389	0.827946210031019	0	0	0.8128262490678598	0.27844973003405316	PECR
Wnt signaling pathway	2/166	0.7125123553207655	0.827946210031019	0	0	0.8022090826968876	0.27191520726151003	TBL1X;PPARD
cGMP-PKG signaling pathway	2/167	0.7156117996248003	0.827946210031019	0	0	0.7973063973063973	0.26679262424578104	AKT3;PIK3R5
Insulin secretion	1/86	0.7269732440317135	0.8314234227719023	0	0	0.7744176865377024	0.24693516443752606	VAMP2
Taste transduction	1/86	0.7269732440317135	0.8314234227719023	0	0	0.7744176865377024	0.24693516443752606	GABBR1
GnRH signaling pathway	1/93	0.7544119927713022	0.8475395057168741	0	0	0.7152392763349869	0.2015663372990158	MAPK13
