Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
DNA secondary structure binding (GO:0000217)	4/33	0.0014234063934448278	0.03624211663309523	0	0	9.197895967270602	60.28947087682412	RAD51AP1;XRCC2;HMGB3;CLSPN
phosphatidic acid transfer activity (GO:1990050)	2/7	0.004451516346336223	0.10357812595975233	0	0	26.526599326599328	143.62855028768766	PRELID2;PLTP
gamma-tubulin binding (GO:0043015)	3/23	0.004693872777632281	0.10357812595975233	0	0	9.97347972972973	53.472784494038535	RACGAP1;CENPJ;BRCA2
DNA binding (GO:0003677)	22/811	0.005381311717531649	0.11078984774810573	0	0	1.9037212941483301	9.946607033337001	TOP2A;CDT1;POLQ;RFC3;PCNA;HMGB3;MCM10;BRCA2;RAD51AP1;BRIP1;MEIS1;RAD51;CDC45;ORC1;WT1;EXO1;MCM4;AUNIP;HDGF;ERG;CLSPN;MCM2
protein tyrosine kinase activity (GO:0004713)	6/108	0.005690113026337757	0.11078984774810573	0	0	3.934752057819715	20.338832412814277	MELK;TEC;FLT3;TIE1;KIT;TTK
sequence-specific mRNA binding (GO:1990825)	2/10	0.009260487378632035	0.16238500878111994	0	0	16.576599326599325	77.61161482377749	DHFR;TYMS
ATP binding (GO:0005524)	10/278	0.009321193857526522	0.16238500878111994	0	0	2.509037855704178	11.73091757953089	CDK6;RAD51;MTHFD1L;HSPA5;KIFC1;PLK1;P2RY1;KIF14;TRIP13;SMC4
RNA polymerase II CTD heptapeptide repeat kinase activity (GO:0008353)	2/12	0.013317215329957988	0.2099046797245759	0	0	13.25993265993266	57.26564061481428	CDK6;CDK1
C2H2 zinc finger domain binding (GO:0070742)	2/12	0.013317215329957988	0.2099046797245759	0	0	13.25993265993266	57.26564061481428	WT1;GATA2
adenyl ribonucleotide binding (GO:0032559)	10/306	0.01724869306039712	0.25910782145555783	0	0	2.2684232675582154	9.209841346268043	CDK6;RAD51;MTHFD1L;HSPA5;KIFC1;PLK1;P2RY1;KIF14;TRIP13;SMC4
phosphatidylglycerol binding (GO:1901611)	2/14	0.01800447097727441	0.25910782145555783	0	0	11.048821548821548	44.38460956787663	NME4;PLTP
DNA binding, bending (GO:0008301)	2/16	0.02328151152663562	0.3210908464715162	0	0	9.46945646945647	35.60606283723314	TOP2A;HMGB3
low-density lipoprotein particle binding (GO:0030169)	2/17	0.026128976618467595	0.3326419715658759	0	0	8.837710437710438	32.21089483713391	SCARB1;PLTP
four-way junction DNA binding (GO:0000400)	2/17	0.026128976618467595	0.3326419715658759	0	0	8.837710437710438	32.21089483713391	XRCC2;HMGB3
damaged DNA binding (GO:0003684)	3/44	0.027911872630333474	0.34217888298668075	0	0	4.859920896506263	17.392214164539443	POLQ;PCNA;AUNIP
DNA-directed DNA polymerase activity (GO:0003887)	2/21	0.038803533708799506	0.4040044295254552	0	0	6.975722133616871	22.665823019972226	POLQ;POLE2
serine-type peptidase activity (GO:0008236)	5/125	0.039813212711289	0.4040044295254552	0	0	2.7750850340136055	8.94564324435766	PLAU;PRSS57;PRTN3;CTSG;ELANE
DNA polymerase activity (GO:0034061)	2/22	0.042271212507198924	0.4040044295254552	0	0	6.626599326599327	20.96423420045279	POLQ;POLE2
phospholipid transfer activity (GO:0120014)	2/22	0.042271212507198924	0.4040044295254552	0	0	6.626599326599327	20.96423420045279	PRELID2;PLTP
transcription coregulator binding (GO:0001221)	3/53	0.04480431045552385	0.4040044295254552	0	0	3.983310810810811	12.369976256591888	HDGF;CIT;EZH2
cyclin-dependent protein kinase activity (GO:0097472)	2/23	0.0458500128371079	0.4040044295254552	0	0	6.31072631072631	19.452055305399217	CDK6;CDK1
cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	2/23	0.0458500128371079	0.4040044295254552	0	0	6.31072631072631	19.452055305399217	CDK6;CDK1
hydro-lyase activity (GO:0016836)	3/55	0.04911107677928456	0.4040044295254552	0	0	3.829716735966736	11.541505014249235	CA1;HACD1;PCBD1
lipoprotein particle binding (GO:0071813)	2/24	0.049535861605753115	0.4040044295254552	0	0	6.023569023569023	18.101176661115765	SCARB1;PLTP
transforming growth factor beta binding (GO:0050431)	2/24	0.049535861605753115	0.4040044295254552	0	0	6.023569023569023	18.101176661115765	TWSG1;LTBP1
transmembrane receptor protein kinase activity (GO:0019199)	3/60	0.060721083286247604	0.4040044295254552	0	0	3.492887624466572	9.785200002616268	FLT3;TIE1;KIT
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	3/60	0.060721083286247604	0.4040044295254552	0	0	3.492887624466572	9.785200002616268	FLT3;TIE1;KIT
transcription corepressor binding (GO:0001222)	2/29	0.06943490067962689	0.4040044295254552	0	0	4.906846240179574	13.088353092435552	HDGF;EZH2
sequence-specific double-stranded DNA binding (GO:1990837)	16/712	0.0696955993695236	0.4040044295254552	0	0	1.5438040696966004	4.112104462811906	ZNF660;NFIX;MCM10;CDC6;GATA2;CDC45;ORC1;WT1;MAFG;MCM4;KIF2C;ERG;E2F7;SOX4;E2F8;MCM2
5'-deoxyribose-5-phosphate lyase activity (GO:0051575)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	POLQ
RNA-DNA hybrid ribonuclease activity (GO:0004523)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	EXO1
kainate selective glutamate receptor activity (GO:0015277)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	GRIK5
ketosteroid monooxygenase activity (GO:0047086)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	AKR1C3
L-leucine transmembrane transporter activity (GO:0015190)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	SLC7A5
apolipoprotein A-I binding (GO:0034186)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	SCARB1
oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor (GO:0016671)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	MSRB3
oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor (GO:0016723)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	STEAP3
D-loop DNA binding (GO:0062037)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	RAD51AP1
DNA insertion or deletion binding (GO:0032135)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	PCNA
phosphatidylcholine transfer activity (GO:0120019)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	PLTP
polyol transmembrane transporter activity (GO:0015166)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	AQP1
ganglioside binding (GO:0035594)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	EPDR1
purine nucleotide transmembrane transporter activity (GO:0015216)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	SLC17A9
hemoglobin alpha binding (GO:0031721)	1/5	0.0725549020892867	0.4040044295254552	0	0	16.524328859060404	43.35011821721803	HBD
serine-type endopeptidase activity (GO:0004252)	4/105	0.07274325678667529	0.4040044295254552	0	0	2.6313139788555127	6.896197848216625	PLAU;PRTN3;CTSG;ELANE
protein serine/threonine kinase inhibitor activity (GO:0030291)	2/30	0.07368275891436864	0.4040044295254552	0	0	4.731361231361231	12.339325949211295	CDKN2C;CIT
potassium ion transmembrane transporter activity (GO:0015079)	2/32	0.08241849239213007	0.4040044295254552	0	0	4.415488215488216	11.020817698947672	KCNK5;AQP1
purine ribonucleoside triphosphate binding (GO:0035639)	11/460	0.08600034618941399	0.4040044295254552	0	0	1.6376825043306111	4.0178967368903695	CDK6;RAD51;MTHFD1L;HSPA5;KIFC1;PLK1;P2RY1;RAB13;KIF14;TRIP13;SMC4
thyroid hormone transmembrane transporter activity (GO:0015349)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	SLC7A5
arylesterase activity (GO:0004064)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	CA1
myosin light chain binding (GO:0032027)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	IQGAP3
carnitine O-acyltransferase activity (GO:0016406)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	CPT1A
nucleosomal histone binding (GO:0031493)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	UHRF1
chromo shadow domain binding (GO:0070087)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	CHAF1A
DNA-methyltransferase activity (GO:0009008)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	DNMT3B
double-stranded methylated DNA binding (GO:0010385)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	WT1
G protein-coupled serotonin receptor binding (GO:0031821)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	GNA15
high-density lipoprotein particle binding (GO:0008035)	1/6	0.08642364783811024	0.4040044295254552	0	0	13.218791946308725	32.366131958684925	PLTP
exoribonuclease activity, producing 5'-phosphomonoesters (GO:0016896)	2/33	0.0868997374326512	0.4040044295254552	0	0	4.272835885739111	10.438539214851616	ERI2;NOCT
3'-5'-exoribonuclease activity (GO:0000175)	2/34	0.0914522821924764	0.4040044295254552	0	0	4.139099326599327	9.900468753250648	ERI2;NOCT
non-membrane spanning protein tyrosine kinase activity (GO:0004715)	2/35	0.09607301060454969	0.4040044295254552	0	0	4.013468013468014	9.402138197070174	MELK;TEC
histone threonine kinase activity (GO:0035184)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	CHEK1
5'-3' DNA helicase activity (GO:0043139)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	BRIP1
intracellular cGMP-activated cation channel activity (GO:0005223)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	AQP1
ADP transmembrane transporter activity (GO:0015217)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	SLC17A9
branched-chain amino acid transmembrane transporter activity (GO:0015658)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	SLC7A5
MutLalpha complex binding (GO:0032405)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	PCNA
vascular endothelial growth factor-activated receptor activity (GO:0005021)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	FLT3
patched binding (GO:0005113)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	CCNB1
glycerol transmembrane transporter activity (GO:0015168)	1/7	0.10008568948968981	0.4040044295254552	0	0	11.015100671140939	25.353771861357927	AQP1
double-stranded DNA binding (GO:0003690)	14/651	0.11153788924705173	0.4041193133829778	0	0	1.4701368806631965	3.2245849027435676	ZNF660;NFIX;UHRF1;HMGB3;GATA2;RAD51AP1;RAD51;WT1;MAFG;HDGF;ERG;E2F7;SOX4;E2F8
histone kinase activity (GO:0035173)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	CDK1
5'-3' exodeoxyribonuclease activity (GO:0035312)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	EXO1
5'-flap endonuclease activity (GO:0017108)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	EXO1
androsterone dehydrogenase activity (GO:0047023)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	AKR1C3
carbon-nitrogen ligase activity, with glutamine as amido-N-donor (GO:0016884)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	PFAS
vascular endothelial growth factor receptor 2 binding (GO:0043184)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	CCDC88A
ceramide transfer activity (GO:0120017)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	PLTP
cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	CCNB1
protein kinase B binding (GO:0043422)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	CCDC88A
retinal dehydrogenase activity (GO:0001758)	1/8	0.11354409711364633	0.4041193133829778	0	0	9.441035474592521	20.53957686999917	AKR1C3
cysteine-type endopeptidase inhibitor activity (GO:0004869)	2/40	0.12009562371007661	0.4074895862102122	0	0	3.484494063441432	7.385270141796498	PTTG1;BIRC5
G protein-coupled peptide receptor activity (GO:0008528)	3/82	0.1245230591606162	0.4074895862102122	0	0	2.5173622990078686	5.244331174051172	NPR3;PTH2R;RXFP1
single-stranded DNA exodeoxyribonuclease activity (GO:0008297)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	EXO1
aromatic amino acid transmembrane transporter activity (GO:0015173)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	SLC7A5
bile acid binding (GO:0032052)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	AKR1C3
bioactive lipid receptor activity (GO:0045125)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	LPAR4
phosphatidylethanolamine binding (GO:0008429)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	PLTP
phosphatidylinositol transfer activity (GO:0008526)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	PLTP
flap endonuclease activity (GO:0048256)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	EXO1
H3 histone acetyltransferase activity (GO:0010484)	1/9	0.1268018954068032	0.4074895862102122	0	0	8.260486577181208	17.058972772651494	BRCA2
active ion transmembrane transporter activity (GO:0022853)	2/42	0.13008120917399152	0.4109985033045172	0	0	3.30993265993266	6.750926530927179	SLC4A1;ATP13A3
aldo-keto reductase (NADP) activity (GO:0004033)	1/10	0.13986206452524058	0.4109985033045172	0	0	7.342281879194631	14.442992371926008	AKR1C3
ammonium transmembrane transporter activity (GO:0008519)	1/10	0.13986206452524058	0.4109985033045172	0	0	7.342281879194631	14.442992371926008	AQP1
ATP transmembrane transporter activity (GO:0005347)	1/10	0.13986206452524058	0.4109985033045172	0	0	7.342281879194631	14.442992371926008	SLC17A9
cardiolipin binding (GO:1901612)	1/10	0.13986206452524058	0.4109985033045172	0	0	7.342281879194631	14.442992371926008	NME4
cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861)	1/10	0.13986206452524058	0.4109985033045172	0	0	7.342281879194631	14.442992371926008	CDKN2C
G protein-coupled purinergic nucleotide receptor activity (GO:0045028)	1/10	0.13986206452524058	0.4109985033045172	0	0	7.342281879194631	14.442992371926008	P2RY1
H4 histone acetyltransferase activity (GO:0010485)	1/10	0.13986206452524058	0.4109985033045172	0	0	7.342281879194631	14.442992371926008	BRCA2
protein serine/threonine kinase activity (GO:0004674)	8/344	0.14536006718387637	0.4109985033045172	0	0	1.5844378988708885	3.0556540721426586	PLK4;MELK;CDK6;CHEK1;PLK1;CDK1;TTK;CIT
ATP hydrolysis activity (GO:0140603)	2/45	0.14539769109631362	0.4109985033045172	0	0	3.0785373110954506	5.936289910969077	KIF14;CLU
protein kinase C binding (GO:0005080)	2/45	0.14539769109631362	0.4109985033045172	0	0	3.0785373110954506	5.936289910969077	TOP2A;CCDC88A
intracellular cyclic nucleotide activated cation channel activity (GO:0005221)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	AQP1
alditol:NADP+ 1-oxidoreductase activity (GO:0004032)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	AKR1C3
amino acid:sodium symporter activity (GO:0005283)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	SLC1A3
UDP-galactosyltransferase activity (GO:0035250)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	B4GALT6
carbonate dehydratase activity (GO:0004089)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	CA1
chloride ion binding (GO:0031404)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	NPR3
galactosyltransferase activity (GO:0008378)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	B4GALT6
purine ribonucleotide transmembrane transporter activity (GO:0005346)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	SLC17A9
quaternary ammonium group transmembrane transporter activity (GO:0015651)	1/11	0.15272754050288706	0.4109985033045172	0	0	6.6077181208053695	12.416561310898693	SLC22A16
potassium channel activity (GO:0005267)	3/91	0.15551725681613243	0.4116376126998595	0	0	2.2588682432432434	4.203750586782177	KCNK5;GRIK5;AQP1
3'-5' exonuclease activity (GO:0008408)	2/48	0.16106223726044563	0.4116376126998595	0	0	2.877323964280486	5.253891188942254	ERI2;NOCT
cation transmembrane transporter activity (GO:0008324)	2/48	0.16106223726044563	0.4116376126998595	0	0	2.877323964280486	5.253891188942254	SLC7A5;SLC22A16
histone deacetylase binding (GO:0042826)	3/93	0.16270723722720237	0.4116376126998595	0	0	2.208445945945946	4.010102296323431	TOP2A;GMNN;KPNA2
adenine nucleotide transmembrane transporter activity (GO:0000295)	1/12	0.16540121597909763	0.4116376126998595	0	0	6.006711409395973	10.80836325155149	SLC17A9
transforming growth factor beta-activated receptor activity (GO:0005024)	1/12	0.16540121597909763	0.4116376126998595	0	0	6.006711409395973	10.80836325155149	LTBP1
N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity (GO:0008532)	1/12	0.16540121597909763	0.4116376126998595	0	0	6.006711409395973	10.80836325155149	B3GALNT1
vascular endothelial growth factor receptor binding (GO:0005172)	1/12	0.16540121597909763	0.4116376126998595	0	0	6.006711409395973	10.80836325155149	CCDC88A
exodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016895)	1/12	0.16540121597909763	0.4116376126998595	0	0	6.006711409395973	10.80836325155149	EXO1
poly(A)-specific ribonuclease activity (GO:0004535)	1/12	0.16540121597909763	0.4116376126998595	0	0	6.006711409395973	10.80836325155149	NOCT
organic anion transmembrane transporter activity (GO:0008514)	4/144	0.16960075772374722	0.4189391851235845	0	0	1.8945278450363197	3.3614760782442987	SLC7A5;SLC17A9;SLC1A3;SLC4A1
cholesterol binding (GO:0015485)	2/50	0.17166863172360886	0.4209060525964039	0	0	2.7571548821548824	4.8586286115301025	STAR;ERLIN1
acid-thiol ligase activity (GO:0016878)	1/13	0.17788594076837258	0.42666845213283566	0	0	5.505872483221476	9.50650944374009	SLC27A2
water channel activity (GO:0015250)	1/13	0.17788594076837258	0.42666845213283566	0	0	5.505872483221476	9.50650944374009	AQP1
GDP-dissociation inhibitor activity (GO:0005092)	1/13	0.17788594076837258	0.42666845213283566	0	0	5.505872483221476	9.50650944374009	CCDC88A
L-amino acid transmembrane transporter activity (GO:0015179)	2/53	0.18778142671234255	0.4282386187240818	0	0	2.594573182808477	4.339362977770477	SLC7A5;SLC1A3
5'-3' exonuclease activity (GO:0008409)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	EXO1
5'-nucleotidase activity (GO:0008253)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	NT5DC3
L-glutamate transmembrane transporter activity (GO:0005313)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	SLC1A3
translation elongation factor activity (GO:0003746)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	EIF5AL1
NADPH binding (GO:0070402)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	DHFR
nucleoside diphosphate kinase activity (GO:0004550)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	NME4
CoA-ligase activity (GO:0016405)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	SLC27A2
endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)	1/14	0.19018452251492454	0.4282386187240818	0	0	5.082085699535364	8.435045137136205	EXO1
1-phosphatidylinositol binding (GO:0005545)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	SCARB1
acidic amino acid transmembrane transporter activity (GO:0015172)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	SLC1A3
solute:anion antiporter activity (GO:0140323)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	SLC4A1
bicarbonate transmembrane transporter activity (GO:0015106)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	SLC4A1
calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	CAPN11
water transmembrane transporter activity (GO:0005372)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	AQP1
oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	DHFR
purinergic nucleotide receptor activity (GO:0001614)	1/15	0.2022997273098865	0.43200780477143497	0	0	4.7188398849472675	7.540729177101283	P2RY1
secondary active transmembrane transporter activity (GO:0015291)	2/56	0.20409143275101288	0.43238748036978203	0	0	2.4500561167227835	3.893597785161188	SLC7A5;SLC4A1
3'-5' DNA helicase activity (GO:0043138)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	MCM2
nuclear import signal receptor activity (GO:0061608)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	KPNA2
chloride transmembrane transporter activity (GO:0015108)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	SLC4A1
nucleotidase activity (GO:0008252)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	NT5DC3
organic cation transmembrane transporter activity (GO:0015101)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	SLC22A16
oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor (GO:0016655)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	AKR1C3
phosphatidylinositol-5-phosphate binding (GO:0010314)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	PLEKHA5
potassium ion leak channel activity (GO:0022841)	1/16	0.21423428030406122	0.43238748036978203	0	0	4.404026845637584	6.78521851907806	KCNK5
ionotropic glutamate receptor activity (GO:0004970)	1/17	0.22599086627348913	0.4401546855197262	0	0	4.128565436241611	6.140253101071745	GRIK5
alcohol dehydrogenase (NADP+) activity (GO:0008106)	1/17	0.22599086627348913	0.4401546855197262	0	0	4.128565436241611	6.140253101071745	AKR1C3
anion transmembrane transporter activity (GO:0008509)	1/17	0.22599086627348913	0.4401546855197262	0	0	4.128565436241611	6.140253101071745	SLC4A1
MHC class II protein complex binding (GO:0023026)	1/17	0.22599086627348913	0.4401546855197262	0	0	4.128565436241611	6.140253101071745	ATP1B1
nucleobase-containing compound kinase activity (GO:0019205)	1/17	0.22599086627348913	0.4401546855197262	0	0	4.128565436241611	6.140253101071745	NME4
sterol binding (GO:0032934)	2/60	0.2260613188469893	0.4401546855197262	0	0	2.2806223151050737	3.3911690575483275	STAR;ERLIN1
transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	1/18	0.23757213019805895	0.4519331902043535	0	0	3.885511251480458	5.584583136164629	LTBP1
cholesterol transfer activity (GO:0120020)	1/18	0.23757213019805895	0.4519331902043535	0	0	3.885511251480458	5.584583136164629	PLTP
oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)	1/18	0.23757213019805895	0.4519331902043535	0	0	3.885511251480458	5.584583136164629	PTGR1
phosphatidylcholine transporter activity (GO:0008525)	1/18	0.23757213019805895	0.4519331902043535	0	0	3.885511251480458	5.584583136164629	PLTP
