Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Constitutive Signaling by AKT1 E17K in Cancer Homo sapiens R-HSA-5674400	3/25	0.00596334474840099	0.10137686072281683	0	0	9.065878378378379	46.4365510101936	CDKN1B;AKT3;FOXO1
Fc epsilon receptor (FCERI) signaling Homo sapiens R-HSA-2454202	13/395	0.006768672334045677	0.11195749914691769	0	0	2.2987862922417897	11.483472722582368	CDKN1B;PIK3CD;PPP2R5C;RASGRP1;FOXO1;MALT1;PSMB9;TNRC6C;RASA3;AKT3;RASA2;JAK3;JAK1
AKT phosphorylates targets in the nucleus Homo sapiens R-HSA-198693	2/9	0.0074818276378999325	0.12049680301038838	0	0	18.945646945646946	92.7442121032424	AKT3;FOXO1
Signaling by FGFR2 Homo sapiens R-HSA-5654738	12/361	0.00844323814413471	0.13072804831727913	0	0	2.318460908718788	11.069235134941675	TNRC6C;CDKN1B;RASA3;AKT3;RASA2;PIK3CD;PPP2R5C;JAK3;RASGRP1;FOXO1;PSMB9;JAK1
Signaling by the B Cell Receptor (BCR) Homo sapiens R-HSA-983705	9/233	0.008629973153070108	0.13072804831727913	0	0	2.698475985221675	12.824544587499938	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;RASGRP1;FOXO1;MALT1;PSMB9
Signaling by FGFR Homo sapiens R-HSA-190236	12/366	0.009354610550260241	0.13072804831727913	0	0	2.2851237229079313	10.675837415611701	TNRC6C;CDKN1B;RASA3;AKT3;RASA2;PIK3CD;PPP2R5C;JAK3;RASGRP1;FOXO1;PSMB9;JAK1
PI-3K cascade:FGFR1 Homo sapiens R-HSA-5654689	6/122	0.010121081752385658	0.13072804831727913	0	0	3.4573967282570317	15.880288982093028	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
PI-3K cascade:FGFR3 Homo sapiens R-HSA-5654710	6/122	0.010121081752385658	0.13072804831727913	0	0	3.4573967282570317	15.880288982093028	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
PI3K events in ERBB4 signaling Homo sapiens R-HSA-1250342	6/122	0.010121081752385658	0.13072804831727913	0	0	3.4573967282570317	15.880288982093028	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
PIP3 activates AKT signaling Homo sapiens R-HSA-1257604	6/122	0.010121081752385658	0.13072804831727913	0	0	3.4573967282570317	15.880288982093028	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
PI-3K cascade:FGFR4 Homo sapiens R-HSA-5654720	6/122	0.010121081752385658	0.13072804831727913	0	0	3.4573967282570317	15.880288982093028	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
PI-3K cascade:FGFR2 Homo sapiens R-HSA-5654695	6/122	0.010121081752385658	0.13072804831727913	0	0	3.4573967282570317	15.880288982093028	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
Adaptive Immune System Homo sapiens R-HSA-1280218	20/762	0.010940102661851433	0.13072804831727913	0	0	1.8316281675989527	8.270387477132436	HLA-H;CDKN1B;TAP2;HLA-C;ICAM3;TAP1;PIK3CD;PPP2R5C;HLA-F;RASGRP1;FOXO1;MALT1;PSMB9;TNRC6C;TRIM4;SELL;AKT3;TNFRSF14;CLEC2D;RNF111
Interleukin-7 signaling Homo sapiens R-HSA-1266695	2/11	0.01120741468231519	0.13072804831727913	0	0	14.734006734006734	66.17307186263885	JAK3;JAK1
MyD88 deficiency (TLR2/4) Homo sapiens R-HSA-5602498	2/11	0.01120741468231519	0.13072804831727913	0	0	14.734006734006734	66.17307186263885	IRAK4;TIRAP
IRAK4 deficiency (TLR2/4) Homo sapiens R-HSA-5603041	2/11	0.01120741468231519	0.13072804831727913	0	0	14.734006734006734	66.17307186263885	IRAK4;TIRAP
GAB1 signalosome Homo sapiens R-HSA-180292	6/125	0.011321219870614041	0.13072804831727913	0	0	3.3697192187455185	15.099969432855797	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
PI3K/AKT activation Homo sapiens R-HSA-198203	6/125	0.011321219870614041	0.13072804831727913	0	0	3.3697192187455185	15.099969432855797	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
Diseases of signal transduction Homo sapiens R-HSA-5663202	10/288	0.011738959990070722	0.13304154655413486	0	0	2.4175400164297627	10.745583535597508	KAT2B;CDKN1B;MAML2;AKT3;PIK3CD;TBL1X;PPP2R5C;FOXO1;PSMB9;TGFBR2
Signalling to ERKs Homo sapiens R-HSA-187687	9/253	0.014211720039397803	0.15813768480202647	0	0	2.474745618993782	10.526796484756987	RASA3;RASA2;RAPGEF1;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9;MAPK13
Regulation of TP53 Degradation Homo sapiens R-HSA-6804757	3/35	0.015210334318237508	0.15896310184628046	0	0	6.229624155405405	26.075837398236022	AKT3;ATM;PPP2R5C
Signaling by Interleukins Homo sapiens R-HSA-449147	12/392	0.015389113412112323	0.15896310184628046	0	0	2.125912341830185	8.87375995070405	RASA3;RASA2;RAPGEF1;PIK3CD;IL16;PPP2R5C;IRAK4;JAK3;RASGRP1;PSMB9;JAK1;NFKB2
AKT phosphorylates targets in the cytosol Homo sapiens R-HSA-198323	2/13	0.015584617828066713	0.15896310184628046	0	0	12.053872053872054	50.161837637972695	CDKN1B;AKT3
NICD traffics to nucleus Homo sapiens R-HSA-157052	2/13	0.015584617828066713	0.15896310184628046	0	0	12.053872053872054	50.161837637972695	KAT2B;MAML2
Notch-HLH transcription pathway Homo sapiens R-HSA-350054	2/13	0.015584617828066713	0.15896310184628046	0	0	12.053872053872054	50.161837637972695	KAT2B;MAML2
Regulation of TP53 Expression and Degradation Homo sapiens R-HSA-6806003	3/36	0.016413246083637263	0.16467060005222958	0	0	6.04054054054054	24.824607597459543	AKT3;ATM;PPP2R5C
Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988	9/261	0.017065152366773254	0.16844956852363277	0	0	2.3951970443349753	9.75016877116003	RASA3;RASA2;RAPGEF1;PIK3CD;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
Regulation of TP53 Activity through Association with Co-factors Homo sapiens R-HSA-6804759	2/14	0.01800447097727441	0.17216775372018653	0	0	11.048821548821548	44.38460956787663	PPP1R13B;AKT3
Regulation of pyruvate dehydrogenase (PDH) complex Homo sapiens R-HSA-204174	2/14	0.01800447097727441	0.17216775372018653	0	0	11.048821548821548	44.38460956787663	PDK3;PPARD
Pre-NOTCH Transcription and Translation Homo sapiens R-HSA-1912408	3/41	0.023208437089592044	0.21588310688334847	0	0	5.244399004267425	19.735928955708864	TNRC6C;KAT2B;MAML2
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition) Homo sapiens R-HSA-2173791	2/16	0.02328151152663562	0.21588310688334847	0	0	9.46945646945647	35.60606283723314	PRKCZ;TGFBR2
Sphingolipid metabolism Homo sapiens R-HSA-428157	4/74	0.024891754625190853	0.22736946015845974	0	0	3.8026150121065374	14.043888757157113	CERS4;CERK;ARSG;SGPP1
MAPK family signaling cascades Homo sapiens R-HSA-5683057	9/284	0.027581320523233185	0.2463964786820615	0	0	2.1922758620689655	7.871621944330775	TNRC6C;RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;FOXO1;JAK1;PSMB9
Frs2-mediated activation Homo sapiens R-HSA-170968	8/240	0.028365422036998454	0.2463964786820615	0	0	2.307026898921673	8.218978062441765	RASA3;RASA2;RAPGEF1;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
Regulation of signaling by CBL Homo sapiens R-HSA-912631	2/18	0.029109443157833665	0.2463964786820615	0	0	8.28493265993266	29.30126044664487	RAPGEF1;PIK3CD
Prolonged ERK activation events Homo sapiens R-HSA-169893	8/242	0.029593320275934247	0.2463964786820615	0	0	2.2870737509912766	8.050972134589818	RASA3;RASA2;RAPGEF1;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
IGF1R signaling cascade Homo sapiens R-HSA-2428924	9/288	0.02979303827201397	0.2463964786820615	0	0	2.160400444938821	7.590524895534598	RASA3;RASA2;PPP2R5C;LAMTOR4;JAK3;RASGRP1;JAK1;PSMB9;IGF1R
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) Homo sapiens R-HSA-2404192	9/288	0.02979303827201397	0.2463964786820615	0	0	2.160400444938821	7.590524895534598	RASA3;RASA2;PPP2R5C;LAMTOR4;JAK3;RASGRP1;JAK1;PSMB9;IGF1R
IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928	9/288	0.02979303827201397	0.2463964786820615	0	0	2.160400444938821	7.590524895534598	RASA3;RASA2;PPP2R5C;LAMTOR4;JAK3;RASGRP1;JAK1;PSMB9;IGF1R
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways Homo sapiens R-HSA-168928	4/79	0.03069737840692826	0.24858883337341753	0	0	3.5482033898305083	12.36044334620922	DDX58;IRF2;NLRC5;NFKB2
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell Homo sapiens R-HSA-198933	6/157	0.030870508719574728	0.24858883337341753	0	0	2.6512668670750177	9.220984102509426	HLA-H;SELL;ICAM3;HLA-C;HLA-F;CLEC2D
Interleukin receptor SHC signaling Homo sapiens R-HSA-912526	8/245	0.03150311376404293	0.24959007222312315	0	0	2.2577754578276568	7.806639957486949	RASA3;RASA2;PIK3CD;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
Signalling to RAS Homo sapiens R-HSA-167044	8/246	0.03215804279809968	0.24959007222312315	0	0	2.2481734962026048	7.727180700421515	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9;MAPK13
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release Homo sapiens R-HSA-6803204	2/19	0.03221832631638354	0.24959007222312315	0	0	7.797187561893444	26.785053471743293	PPP1R13B;ATM
NOTCH1 Intracellular Domain Regulates Transcription Homo sapiens R-HSA-2122947	3/47	0.033082813961416775	0.2530786673700962	0	0	4.527871621621622	15.434343211006876	KAT2B;MAML2;TBL1X
VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921	8/248	0.03349570597545391	0.2530786673700962	0	0	2.229209621993127	7.571149412013634	RASA3;RASA2;PPP2R5C;PRKCZ;JAK3;RASGRP1;JAK1;PSMB9
TP53 Regulates Transcription of Cell Cycle Genes Homo sapiens R-HSA-6791312	3/48	0.03490953990495609	0.258286933916105	0	0	4.427027027027027	14.85265414887945	RBL2;BTG2;CDKN1B
Role of LAT2/NTAL/LAB on calcium mobilization Homo sapiens R-HSA-2730905	6/162	0.035178750993524306	0.258286933916105	0	0	2.5656340246783933	8.58798023594544	TNRC6C;CDKN1B;AKT3;PIK3CD;PPP2R5C;FOXO1
Regulation of gene expression in beta cells Homo sapiens R-HSA-210745	2/20	0.03545114779240657	0.258286933916105	0	0	7.363636363636363	24.59159741348717	AKT3;FOXO1
Interleukin-2 signaling Homo sapiens R-HSA-451927	8/252	0.0362836311030741	0.2612421439421335	0	0	2.1922145231254575	7.270235194523021	RASA3;RASA2;PIK3CD;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002	8/253	0.03700434725607784	0.2616618480973809	0	0	2.1831544989129674	7.1972488373115135	GNG2;AKT3;PIK3CD;PRKCZ;JAK3;RASGRP1;PIK3R5;JAK1
Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989	10/348	0.03719702742560807	0.2616618480973809	0	0	1.982248520710059	6.5246233943859036	RBL2;TNRC6C;BTG2;CDKN1B;PPP1R13B;AKT3;ATM;PPP2R5C;LAMTOR4;CDK5R1
Hemostasis Homo sapiens R-HSA-109582	14/552	0.03879959947597251	0.26682879359309325	0	0	1.7497032544185742	5.6853901427065265	PIK3CD;PPP2R5C;PRKCZ;RASGRP1;PIK3R5;EHD1;GNG2;SELL;AKT3;IRF2;CD48;KIF21B;JAK3;JAK1
RIP-mediated NFkB activation via ZBP1 Homo sapiens R-HSA-1810476	2/21	0.038803533708799506	0.26682879359309325	0	0	6.975722133616871	22.665823019972226	ZBP1;NFKB2
PI3K/AKT Signaling in Cancer Homo sapiens R-HSA-2219528	4/86	0.04005936879336203	0.2724037077948618	0	0	3.244150475403059	10.437706074780943	CDKN1B;AKT3;PIK3CD;FOXO1
CTLA4 inhibitory signaling Homo sapiens R-HSA-389513	2/22	0.042271212507198924	0.2842855170813818	0	0	6.626599326599327	20.96423420045279	AKT3;PPP2R5C
Disease Homo sapiens R-HSA-1643685	17/725	0.045738460067870565	0.30426019088626943	0	0	1.6171865608847218	4.988722586694525	CDKN1B;MAML2;PSIP1;PIK3CD;PPP2R5C;IRAK4;FOXO1;TIRAP;PSMB9;NFKB2;TGFBR2;KAT2B;PACS1;AKT3;TBL1X;CHMP7;VAMP2
Insulin processing Homo sapiens R-HSA-264876	2/24	0.049535861605753115	0.3185513397392815	0	0	6.023569023569023	18.101176661115765	EXOC8;VAMP2
TRAF6 mediated NF-kB activation Homo sapiens R-HSA-933542	2/24	0.049535861605753115	0.3185513397392815	0	0	6.023569023569023	18.101176661115765	DDX58;NFKB2
Activation of G protein gated Potassium channels Homo sapiens R-HSA-1296041	2/25	0.05332478191603534	0.3185513397392815	0	0	5.761381935294978	16.888650582734375	GABBR1;GNG2
Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits Homo sapiens R-HSA-997272	2/25	0.05332478191603534	0.3185513397392815	0	0	5.761381935294978	16.888650582734375	GABBR1;GNG2
G protein gated Potassium channels Homo sapiens R-HSA-1296059	2/25	0.05332478191603534	0.3185513397392815	0	0	5.761381935294978	16.888650582734375	GABBR1;GNG2
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants Homo sapiens R-HSA-2894862	3/57	0.053612398681611106	0.3185513397392815	0	0	3.6875	10.789532513696892	KAT2B;MAML2;TBL1X
Signaling by NOTCH1 in Cancer Homo sapiens R-HSA-2644603	3/57	0.053612398681611106	0.3185513397392815	0	0	3.6875	10.789532513696892	KAT2B;MAML2;TBL1X
Signaling by NOTCH1 PEST Domain Mutants in Cancer Homo sapiens R-HSA-2644602	3/57	0.053612398681611106	0.3185513397392815	0	0	3.6875	10.789532513696892	KAT2B;MAML2;TBL1X
Constitutive Signaling by NOTCH1 PEST Domain Mutants Homo sapiens R-HSA-2644606	3/57	0.053612398681611106	0.3185513397392815	0	0	3.6875	10.789532513696892	KAT2B;MAML2;TBL1X
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer Homo sapiens R-HSA-2894858	3/57	0.053612398681611106	0.3185513397392815	0	0	3.6875	10.789532513696892	KAT2B;MAML2;TBL1X
Pre-NOTCH Expression and Processing Homo sapiens R-HSA-1912422	3/57	0.053612398681611106	0.3185513397392815	0	0	3.6875	10.789532513696892	TNRC6C;KAT2B;MAML2
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases Homo sapiens R-HSA-8849471	2/26	0.057212891165168846	0.33346942279126984	0	0	5.521043771043771	15.795573922486396	RASA3;RASA2
ZBP1(DAI) mediated induction of type I IFNs Homo sapiens R-HSA-1606322	2/26	0.057212891165168846	0.33346942279126984	0	0	5.521043771043771	15.795573922486396	ZBP1;NFKB2
PI Metabolism Homo sapiens R-HSA-1483255	3/60	0.060721083286247604	0.33645523826859114	0	0	3.492887624466572	9.785200002616268	PIK3CD;GDPD3;PIK3R5
RORA activates gene expression Homo sapiens R-HSA-1368082	2/27	0.06119639911184974	0.33645523826859114	0	0	5.29993265993266	14.80624659923459	TBL1X;ARNTL
Pyruvate metabolism Homo sapiens R-HSA-70268	2/27	0.06119639911184974	0.33645523826859114	0	0	5.29993265993266	14.80624659923459	PDK3;PPARD
GRB2 events in EGFR signaling Homo sapiens R-HSA-179812	7/235	0.06371958712288586	0.33645523826859114	0	0	2.0474495313626533	5.637167599074724	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
SHC1 events in EGFR signaling Homo sapiens R-HSA-180336	7/235	0.06371958712288586	0.33645523826859114	0	0	2.0474495313626533	5.637167599074724	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
SOS-mediated signalling Homo sapiens R-HSA-112412	7/235	0.06371958712288586	0.33645523826859114	0	0	2.0474495313626533	5.637167599074724	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
SHC1 events in ERBB4 signaling Homo sapiens R-HSA-1250347	7/235	0.06371958712288586	0.33645523826859114	0	0	2.0474495313626533	5.637167599074724	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
RAF/MAP kinase cascade Homo sapiens R-HSA-5673001	7/235	0.06371958712288586	0.33645523826859114	0	0	2.0474495313626533	5.637167599074724	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
IRS-mediated signalling Homo sapiens R-HSA-112399	8/284	0.06428388968078105	0.33645523826859114	0	0	1.9348573136112357	5.310111856869832	RASA3;RASA2;PPP2R5C;LAMTOR4;JAK3;RASGRP1;JAK1;PSMB9
FRS-mediated FGFR2 signaling Homo sapiens R-HSA-5654700	7/236	0.0648720884243362	0.33645523826859114	0	0	2.038404019860023	5.5757236044616425	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
FRS-mediated FGFR4 signaling Homo sapiens R-HSA-5654712	7/236	0.0648720884243362	0.33645523826859114	0	0	2.038404019860023	5.5757236044616425	RASA3;RASA2;PPP2R5C;JAK3;RASGRP1;JAK1;PSMB9
