Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
decreased cochlear inner hair cell number MP:0004396	2/10	0.009260487378632035	0.17201355305809005	0	0	16.576599326599325	77.61161482377749	SLC44A2;IGF1R
decreased keratinocyte proliferation MP:0009584	2/10	0.009260487378632035	0.17201355305809005	0	0	16.576599326599325	77.61161482377749	CDKN1B;PPARD
abnormal granulocyte physiology MP:0002462	2/10	0.009260487378632035	0.17201355305809005	0	0	16.576599326599325	77.61161482377749	SELL;DDX58
absent axillary lymph nodes MP:0009630	2/10	0.009260487378632035	0.17201355305809005	0	0	16.576599326599325	77.61161482377749	IKZF1;NFKB2
absent inguinal lymph nodes MP:0009622	2/10	0.009260487378632035	0.17201355305809005	0	0	16.576599326599325	77.61161482377749	IKZF1;NFKB2
absent mesenteric lymph nodes MP:0008465	2/10	0.009260487378632035	0.17201355305809005	0	0	16.576599326599325	77.61161482377749	IKZF1;NFKB2
abnormal spleen marginal zone morphology MP:0002362	3/30	0.009964956271364199	0.18281388912650864	0	0	7.385135135135135	34.035729864253085	PRKCZ;MALT1;NFKB2
decreased circulating alanine transaminase level MP:0002942	6/124	0.010910559232435071	0.19289183292608986	0	0	3.3984497020882745	15.354278070431123	KAT2B;ZNF394;LRIG1;KIF21B;TBC1D10A;TGFBR2
increased central memory CD8 positive, alpha-beta T cell number MP:0010847	3/31	0.010912583235150743	0.19289183292608986	0	0	7.12101833976834	32.171612454868864	ATM;IKZF1;RASGRP1
skin lesions MP:0001212	4/58	0.011033516688235288	0.19289183292608986	0	0	4.933333333333334	22.233633824538845	MECP2;SLC30A4;IRF2;JAK1
abnormal immune system organ morphology MP:0002722	4/58	0.011033516688235288	0.19289183292608986	0	0	4.933333333333334	22.233633824538845	ATM;IKZF1;JAK3;RASGRP1
abnormal CD8-positive, alpha-beta cytotoxic T cell morphology MP:0002436	2/11	0.01120741468231519	0.1936537002083764	0	0	14.734006734006734	66.17307186263885	SERPINB9;PSMB9
abnormal CD8-positive, alpha-beta T cell differentiation MP:0008080	3/32	0.011910548680986295	0.19886601505556892	0	0	6.875116495806151	30.459040555698206	ATM;RASGRP1;NFKB2
abnormal T cell subpopulation ratio MP:0003944	3/32	0.011910548680986295	0.19886601505556892	0	0	6.875116495806151	30.459040555698206	JAK3;ARNTL;NFKB2
increased pulmonary respiratory rate MP:0005573	3/32	0.011910548680986295	0.19886601505556892	0	0	6.875116495806151	30.459040555698206	MECP2;ALDOC;PARP12
decreased B-1a cell number MP:0008168	3/33	0.01295926564425848	0.201932469186914	0	0	6.645608108108108	28.88144236455837	PLCL2;PIK3CD;IKZF1
decreased aerobic running capacity MP:0003061	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	PYGM;PPARD
decreased CD4-positive, CD25-positive, alpha-beta regulatory T cell number MP:0010169	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	IKZF1;RASGRP1
decreased circulating VLDL triglyceride level MP:0003976	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	FOXO1;ARNTL
abnormal hippocampus granule cell morphology MP:0009938	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	HIVEP2;CDK5R1
abnormal Peyer's patch follicle morphology MP:0002389	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	PRKCZ;NFKB2
abnormal spleen periarteriolar lymphoid sheath morphology MP:0002358	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	JAK3;NFKB2
abnormal vascular endothelial cell development MP:0003542	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	RASA3;CCM2
increased total fat pad weight MP:0008908	2/12	0.013317215329957988	0.201932469186914	0	0	13.25993265993266	57.26564061481428	MECP2;ARNTL
decreased pulmonary ventilation MP:0005576	3/34	0.014059092371487508	0.20891811264030435	0	0	6.430906713164777	27.424511315251635	GRK5;ALDOC;PARP12
abnormal nest building behavior MP:0001447	3/34	0.014059092371487508	0.20891811264030435	0	0	6.430906713164777	27.424511315251635	MECP2;CDKL5;HIVEP2
impaired humoral immune response MP:0020154	3/35	0.015210334318237508	0.21443279715284386	0	0	6.229624155405405	26.075837398236022	ATM;JAK3;MALT1
increased B cell number MP:0005014	5/97	0.015244888185597355	0.21443279715284386	0	0	3.624852114758947	15.164608815325032	RASSF5;ATM;IKZF1;RASGRP1;JAK3
abnormal dentate gyrus morphology MP:0000812	4/64	0.015418308434320589	0.21443279715284386	0	0	4.43864406779661	18.518909076663288	MECP2;BTG1;HIVEP2;CDK5R1
increased IgE level MP:0002497	4/64	0.015418308434320589	0.21443279715284386	0	0	4.43864406779661	18.518909076663288	IL4R;PIK3CD;JAK3;RASGRP1
abnormal dendritic cell morphology MP:0005461	2/13	0.015584617828066713	0.21443279715284386	0	0	12.053872053872054	50.161837637972695	IKZF1;JAK3
abnormal hippocampus neuron morphology MP:0009939	2/13	0.015584617828066713	0.21443279715284386	0	0	12.053872053872054	50.161837637972695	MECP2;ARSG
ectopic cerebellar granule cells MP:0002762	2/13	0.015584617828066713	0.21443279715284386	0	0	12.053872053872054	50.161837637972695	AKT3;CDK5R1
absent T cells MP:0008070	2/13	0.015584617828066713	0.21443279715284386	0	0	12.053872053872054	50.161837637972695	ITPKB;IKZF1
increased brain weight MP:0002176	3/36	0.016413246083637263	0.22116632799524807	0	0	6.04054054054054	24.824607597459543	MECP2;CDKN1B;AKT3
abnormal splenic cell ratio MP:0008826	3/36	0.016413246083637263	0.22116632799524807	0	0	6.04054054054054	24.824607597459543	SELL;IKZF1;JAK3
spleen hypoplasia MP:0000694	5/99	0.01652049960126012	0.22116632799524807	0	0	3.547365754812563	14.555385393692898	CDKN1B;RASSF5;PIK3CD;JAK3;NFKB2
decreased IgG level MP:0001805	5/101	0.017865163189216653	0.23468985852833132	0	0	3.473107993197279	13.978921575876475	ITPKB;PIK3CD;ATM;JAK3;MALT1
abnormal seminal vesicle morphology MP:0002059	4/67	0.01796849091164969	0.23468985852833132	0	0	4.226634382566586	16.9874165457471	FGD3;PACS1;PLAG1;GPR155
increased B-1a cell number MP:0008167	2/14	0.01800447097727441	0.23468985852833132	0	0	11.048821548821548	44.38460956787663	ATM;NFKB2
small thymus MP:0000706	5/102	0.018563821424212645	0.23780895376189645	0	0	3.437127428290904	13.702248305314791	CTC1;DDX58;ATM;JAK3;JAK1
increased IgM level MP:0002494	5/102	0.018563821424212645	0.23780895376189645	0	0	3.437127428290904	13.702248305314791	PLCL2;ATM;RASGRP1;NFKB2;JAK1
arrested B cell differentiation MP:0001802	3/38	0.018974854494600638	0.24099686990578245	0	0	5.694787644787644	22.577786441570325	IKZF1;JAK3;JAK1
increased macrophage cell number MP:0005425	4/69	0.019805856259548244	0.2494195118787177	0	0	4.096166883963494	16.064255590083473	CNN2;ATM;IKZF1;JAK3
increased effector memory CD8-positive, alpha-beta T cell number MP:0010850	3/39	0.02033382280524661	0.2505705558799822	0	0	5.5363175675675675	21.56655695412117	IKZF1;RASGRP1;JAK3
abnormal Peyer's patch germinal center morphology MP:0002391	2/15	0.020571741465247532	0.2505705558799822	0	0	10.1983941983942	39.60889989674108	PIK3CD;NFKB2
increased heart rate variability MP:0003928	2/15	0.020571741465247532	0.2505705558799822	0	0	10.1983941983942	39.60889989674108	MECP2;ABCA7
abnormal susceptibility to infection MP:0001793	2/15	0.020571741465247532	0.2505705558799822	0	0	10.1983941983942	39.60889989674108	IL4R;TECPR1
premature death MP:0002083	21/869	0.02134633056473226	0.25789144080644016	0	0	1.6794192004886657	6.46051644993314	CTC1;GABBR1;SAMD9L;CDKN1B;IL4R;ABCA5;AKTIP;IKZF1;ARNTL;NFKB2;TGFBR2;EXT1;ITPKB;MECP2;ATXN1;RASA3;STIM2;IRF2;ATM;JAK3;CDK5R1
increased neutrophil cell number MP:0000219	7/185	0.021527500784538328	0.25798279165987065	0	0	2.6293096813914114	10.0924055289668	TNFAIP8;AKNA;PIK3CD;RASGRP1;JAK3;PIK3R5;ARNTL
abnormal erythropoiesis MP:0000245	5/107	0.02232684189247892	0.2654214964177894	0	0	3.2678071228491397	12.424090438565148	SAMD9L;RASA3;IKZF1;JAK3;TGFBR2
abnormal lymphopoiesis MP:0002401	3/41	0.023208437089592044	0.2702837978795354	0	0	5.244399004267425	19.735928955708864	IKZF1;JAK3;JAK1
decreased interleukin-12b secretion MP:0008670	2/16	0.02328151152663562	0.2702837978795354	0	0	9.46945646945647	35.60606283723314	IRAK4;TIRAP
increased airway responsiveness MP:0001952	2/16	0.02328151152663562	0.2702837978795354	0	0	9.46945646945647	35.60606283723314	IL4R;GRK5
disheveled coat MP:0001511	3/42	0.02472409806275645	0.2848062769089619	0	0	5.10966735966736	18.905651099831935	MECP2;LRIG1;NFKB2
increased CD8-positive, alpha-beta memory T cell number MP:0010838	2/17	0.026128976618467595	0.294447895328973	0	0	8.837710437710438	32.21089483713391	ATM;RASGRP1
increased gamma-delta T cell number MP:0008346	2/17	0.026128976618467595	0.294447895328973	0	0	8.837710437710438	32.21089483713391	TRAF3IP3;IKZF1
abnormal lymphocyte physiology MP:0003945	3/43	0.026291939389581114	0.294447895328973	0	0	4.9816722972972975	18.125779153638707	RASSF5;TAP1;JAK3
increased susceptibility to bacterial infection MP:0002412	7/193	0.026353681075877124	0.294447895328973	0	0	2.515190013256739	9.145601412104185	CERK;STK38;LRIG1;IKZF1;IRAK4;JAK3;TIRAP
decreased thermal nociceptive threshold MP:0003998	3/44	0.027911872630333474	0.30953016961698165	0	0	4.859920896506263	17.392214164539443	GABBR1;GRK5;PPARD
decreased CD4-positive, alpha beta T cell number MP:0008075	6/154	0.02845934537280527	0.3128869067319102	0	0	2.7054238538880178	9.629357465808557	RASA3;ATM;IKZF1;RASGRP1;JAK3;NFKB2
decreased cellular sensitivity to gamma-irradiation MP:0003207	2/18	0.029109443157833665	0.3128869067319102	0	0	8.28493265993266	29.30126044664487	STK38;ATM
impaired leukocyte tethering or rolling MP:0020332	2/18	0.029109443157833665	0.3128869067319102	0	0	8.28493265993266	29.30126044664487	SELL;ARNTL
increased susceptibility to systemic lupus erythematosus MP:0004801	2/18	0.029109443157833665	0.3128869067319102	0	0	8.28493265993266	29.30126044664487	TBC1D10C;RASGRP1
decreased brain weight MP:0002175	4/78	0.02947790507568468	0.3128869067319102	0	0	3.5963353183692166	12.673896639436734	HERPUD2;MECP2;ATXN1;AKT3
decreased subcutaneous adipose tissue amount MP:0008844	4/78	0.02947790507568468	0.3128869067319102	0	0	3.5963353183692166	12.673896639436734	AKTIP;ATM;PPARD;ARNTL
abnormal excitatory postsynaptic potential MP:0002912	4/79	0.03069737840692826	0.3170624695771254	0	0	3.5482033898305083	12.36044334620922	MECP2;ATXN1;VAMP2;CDK5R1
abnormal myelopoiesis MP:0001601	3/46	0.031307484481058766	0.3170624695771254	0	0	4.63340666247643	16.04964848473249	SAMD9L;IKZF1;JAK3
increased lung adenocarcinoma incidence MP:0002027	3/46	0.031307484481058766	0.3170624695771254	0	0	4.63340666247643	16.04964848473249	TRIM62;CDKN1B;RASSF5
abnormal cell proliferation MP:0000350	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	RBL2;CDKN1B
spleen atrophy MP:0003643	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	PSIP1;NFKB2
stereotypic behavior MP:0001408	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	MECP2;SLC30A4
enlarged ovary MP:0004832	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	BTG1;CDKN1B
abnormal Muller cell morphology MP:0005547	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	CDKN1B;SYNE2
increased circulating VLDL cholesterol level MP:0005145	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	ARNTL;PPARD
increased ovary tumor incidence MP:0008000	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	CDKN1B;ATM
abnormal thymocyte activation MP:0003850	2/19	0.03221832631638354	0.3170624695771254	0	0	7.797187561893444	26.785053471743293	ITPKB;IKZF1
increased T cell derived lymphoma incidence MP:0002024	3/47	0.033082813961416775	0.3231926725123691	0	0	4.527871621621622	15.434343211006876	STK38;ATM;IKZF1
cataract MP:0001304	8/248	0.03349570597545391	0.3231926725123691	0	0	2.229209621993127	7.571149412013634	EHD1;PPFIBP2;TPK1;STIM2;MAST3;SLC30A4;ST6GALNAC3;ARNTL
reduced long term potentiation MP:0001473	5/120	0.03431623977192285	0.3231926725123691	0	0	2.89648033126294	9.767327261271216	MECP2;EPHA4;GABBR1;ATXN1;CDK5R1
decreased immature B cell number MP:0008215	3/48	0.03490953990495609	0.3231926725123691	0	0	4.427027027027027	14.85265414887945	ATM;IKZF1;JAK3
decreased neuron number MP:0008948	3/48	0.03490953990495609	0.3231926725123691	0	0	4.427027027027027	14.85265414887945	MECP2;ZBTB18;HIVEP2
abnormal leukocyte migration MP:0003156	3/48	0.03490953990495609	0.3231926725123691	0	0	4.427027027027027	14.85265414887945	SELL;RASSF5;GPSM3
increased anti-nuclear antigen antibody level MP:0004794	3/48	0.03490953990495609	0.3231926725123691	0	0	4.427027027027027	14.85265414887945	PLCL2;RASGRP1;JAK1
abnormal behavioral response to xenobiotic MP:0009745	2/20	0.03545114779240657	0.3231926725123691	0	0	7.363636363636363	24.59159741348717	BAIAP3;CDK5R1
decreased interferon-alpha secretion MP:0008563	2/20	0.03545114779240657	0.3231926725123691	0	0	7.363636363636363	24.59159741348717	IRAK4;IRF9
decreased spleen germinal center number MP:0008482	2/20	0.03545114779240657	0.3231926725123691	0	0	7.363636363636363	24.59159741348717	CD37;IKZF1
abnormal intersomitic vessel morphology MP:0012253	2/20	0.03545114779240657	0.3231926725123691	0	0	7.363636363636363	24.59159741348717	FOXO1;ZFP36L1
absent Peyer's patches MP:0002831	2/20	0.03545114779240657	0.3231926725123691	0	0	7.363636363636363	24.59159741348717	IKZF1;NFKB2
hyperactivity MP:0001399	17/706	0.03718509672516535	0.3369332544731446	0	0	1.6634448115780913	5.475806184675923	CYFIP2;GABBR1;BTG2;CDKL5;MAST3;AKTIP;TMOD2;SLC30A4;MECP2;AKT3;CREBRF;DNAJB9;ALDOC;HIVEP2;LAMTOR4;RAB11FIP4;CDK5R1
abnormal spatial learning MP:0001463	6/165	0.037940676326849235	0.3416960304345331	0	0	2.5168394616523924	8.234422917967319	ATXN1;RGS14;STIM2;TMOD2;ARSG;CDK5R1
decreased immunoglobulin level MP:0002460	3/50	0.038716143516975235	0.34322649459092897	0	0	4.23821161587119	13.780539223603398	PIK3CD;MALT1;NFKB2
increased B-1b cell number MP:0008169	2/21	0.038803533708799506	0.34322649459092897	0	0	6.975722133616871	22.665823019972226	RASGRP1;JAK3
