Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)	8/171	0.004282699225363692	0.22325028949049844	0	0	3.2952585752535155	17.96961116277208	TRIM62;SLC44A2;IFIT5;SHISA5;PIM2;IRAK4;TIRAP;MALT1
negative regulation of nucleic acid-templated transcription (GO:1903507)	15/464	0.004430620413344403	0.22325028949049844	0	0	2.264656984221588	12.272664585658562	ZBTB18;ZHX2;CDKN1B;ZBTB38;IKZF1;FOXO1;ARNTL;DEDD2;MECP2;ATXN1;SCML1;SCML4;ZNF217;CDK5R1;PPARD
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)	2/7	0.004451516346336223	0.22325028949049844	0	0	26.526599326599328	143.62855028768766	HLA-C;HLA-F
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)	2/7	0.004451516346336223	0.22325028949049844	0	0	26.526599326599328	143.62855028768766	HLA-C;HLA-F
peptide transport (GO:0015833)	2/7	0.004451516346336223	0.22325028949049844	0	0	26.526599326599328	143.62855028768766	TAP2;TAP1
positive regulation of fibroblast apoptotic process (GO:2000271)	2/7	0.004451516346336223	0.22325028949049844	0	0	26.526599326599328	143.62855028768766	BTG1;STK17A
positive regulation of type I interferon-mediated signaling pathway (GO:0060340)	2/7	0.004451516346336223	0.22325028949049844	0	0	26.526599326599328	143.62855028768766	ZBP1;NLRC5
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	5/73	0.0047369137498158445	0.22647215602443524	0	0	4.910214085634253	26.281279928601652	TAP2;HLA-C;TAP1;HLA-F;PSMB9
regulation of cellular macromolecule biosynthetic process (GO:2000112)	15/468	0.00478944136607567	0.22647215602443524	0	0	2.2441936386531105	11.98700461482047	BTG1;PLAG1;PHF1;ZBTB38;MSL3;ARNTL;NFKB2;ZNF33A;ATXN1;ZNF506;IRF2;ZNF626;WWC3;ZNF217;ZNF398
negative regulation of mitotic cell cycle (GO:0045930)	4/48	0.005681968720143019	0.23158000848059507	0	0	6.057627118644068	31.32070357169748	BTG2;BTG1;CDKN1B;ZFP36L1
antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)	2/8	0.005876954897996975	0.23158000848059507	0	0	22.104377104377104	113.54391916247398	TAP2;TAP1
antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)	2/8	0.005876954897996975	0.23158000848059507	0	0	22.104377104377104	113.54391916247398	HLA-C;HLA-F
cellular response to interleukin-21 (GO:0098757)	2/8	0.005876954897996975	0.23158000848059507	0	0	22.104377104377104	113.54391916247398	JAK3;JAK1
interleukin-21-mediated signaling pathway (GO:0038114)	2/8	0.005876954897996975	0.23158000848059507	0	0	22.104377104377104	113.54391916247398	JAK3;JAK1
myeloid leukocyte mediated immunity (GO:0002444)	2/8	0.005876954897996975	0.23158000848059507	0	0	22.104377104377104	113.54391916247398	SERPINB9;IRAK4
positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089)	2/8	0.005876954897996975	0.23158000848059507	0	0	22.104377104377104	113.54391916247398	PIK3CD;PRKD2
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)	5/78	0.006269145882065668	0.24128921941438794	0	0	4.5727332028701895	23.193429385240343	TAP2;HLA-C;TAP1;HLA-F;PSMB9
negative regulation of cell cycle (GO:0045786)	5/80	0.006969468878601257	0.25270254572906914	0	0	4.450340136054422	22.101351538080724	BTG2;BTG1;CDKN1B;PPP1R13B;THAP5
regulation of fibroblast apoptotic process (GO:2000269)	2/9	0.0074818276378999325	0.25270254572906914	0	0	18.945646945646946	92.7442121032424	BTG1;STK17A
cellular response to interleukin-9 (GO:0071355)	2/9	0.0074818276378999325	0.25270254572906914	0	0	18.945646945646946	92.7442121032424	JAK3;JAK1
interleukin-9-mediated signaling pathway (GO:0038113)	2/9	0.0074818276378999325	0.25270254572906914	0	0	18.945646945646946	92.7442121032424	JAK3;JAK1
mast cell mediated immunity (GO:0002448)	2/9	0.0074818276378999325	0.25270254572906914	0	0	18.945646945646946	92.7442121032424	PIK3CD;SERPINB9
negative regulation of glycoprotein biosynthetic process (GO:0010561)	2/9	0.0074818276378999325	0.25270254572906914	0	0	18.945646945646946	92.7442121032424	ABCA7;JAK3
regulation of postsynapse organization (GO:0099175)	3/28	0.008218779389797492	0.272041597802297	0	0	7.976756756756757	38.29907002517975	EPHA4;CDKL5;CDK5R1
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	7/155	0.008855357425410649	0.27865648384792757	0	0	3.1671371714179934	14.97021065716352	TRIM62;AIM2;PRKD2;PRKCZ;TIRAP;MALT1;NFKB2
B cell activation (GO:0042113)	5/85	0.008955988172267518	0.27865648384792757	0	0	4.1711309523809526	19.668688126800745	PIK3CD;DNAJB9;JAK3;RASGRP1;MALT1
endothelial tube morphogenesis (GO:0061154)	2/10	0.009260487378632035	0.27865648384792757	0	0	16.576599326599325	77.61161482377749	CCM2;PRKD2
regulation of type B pancreatic cell development (GO:2000074)	2/10	0.009260487378632035	0.27865648384792757	0	0	16.576599326599325	77.61161482377749	FOXO1;ARNTL
neuron projection fasciculation (GO:0106030)	2/10	0.009260487378632035	0.27865648384792757	0	0	16.576599326599325	77.61161482377749	EPHA4;CDK5R1
cellular response to interferon-gamma (GO:0071346)	6/121	0.009741976834652598	0.2790974014502035	0	0	3.4876391155957855	16.152342172547964	TRIM62;IRF2;HLA-C;HLA-F;IRF9;JAK1
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	4/56	0.009775179832504638	0.2790974014502035	0	0	5.123598435462842	23.711546164653615	RBL2;BTG2;CDKN1B;ATM
T cell receptor signaling pathway (GO:0050852)	7/158	0.009781056969251845	0.2790974014502035	0	0	3.103737639481085	14.361949159297806	BTN3A1;PIK3CD;PRKD2;BTN3A3;BTN3A2;MALT1;PSMB9
positive regulation of small GTPase mediated signal transduction (GO:0051057)	3/30	0.009964956271364199	0.27952546828996183	0	0	7.385135135135135	34.035729864253085	ERBIN;RAPGEF1;RASGRP1
cellular response to peptide (GO:1901653)	4/57	0.010392029215587026	0.2851498527930017	0	0	5.026670930604413	22.955379511867996	EPHA4;LDOC1;IGF1R;ZFP36L1
regulation of type I interferon production (GO:0032479)	5/89	0.01080312577505407	0.2851498527930017	0	0	3.9716958211856173	17.983520001810856	ZBP1;DDX58;NLRC5;TIRAP;NFKB2
regulation of cellular senescence (GO:2000772)	3/31	0.010912583235150743	0.2851498527930017	0	0	7.12101833976834	32.171612454868864	AKT3;YPEL3;ARNTL
regulation of gene expression by genetic imprinting (GO:0006349)	2/11	0.01120741468231519	0.2851498527930017	0	0	14.734006734006734	66.17307186263885	MECP2;PCGF5
cellular response to interleukin-2 (GO:0071352)	2/11	0.01120741468231519	0.2851498527930017	0	0	14.734006734006734	66.17307186263885	JAK3;JAK1
interleukin-2-mediated signaling pathway (GO:0038110)	2/11	0.01120741468231519	0.2851498527930017	0	0	14.734006734006734	66.17307186263885	JAK3;JAK1
cellular protein modification process (GO:0006464)	25/1025	0.011371534915007924	0.2851498527930017	0	0	1.7062956204379562	7.638474610558671	PPM1M;PIK3CD;PRKCZ;NUAK2;GRK5;AKT3;STK38;MKNK2;PDK3;PIM2;JAK3;JAK1;CDKL5;MINK1;SHISA5;B3GALT4;LMTK2;ABCA7;PPP2R5C;PSMB9;TGFBR2;KCTD7;STK17A;PRKD2;ATM
positive regulation of DNA-binding transcription factor activity (GO:0051091)	9/246	0.01201899537061915	0.2968871244533536	0	0	2.5487560017459625	11.268730631272263	CRTC2;TRIM62;AIM2;DDX58;PRKD2;PRKCZ;TIRAP;MALT1;NFKB2
peptidyl-threonine phosphorylation (GO:0018107)	4/60	0.012391774414365236	0.30159392140844804	0	0	4.756658595641646	20.885167350701174	LMTK2;PRKD2;TGFBR2;CDK5R1
positive regulation of cytokine production involved in immune response (GO:0002720)	3/33	0.01295926564425848	0.3104224136771897	0	0	6.645608108108108	28.88144236455837	TNFRSF14;HLA-F;MALT1
axonal fasciculation (GO:0007413)	2/12	0.013317215329957988	0.3104224136771897	0	0	13.25993265993266	57.26564061481428	EPHA4;CDK5R1
dosage compensation by inactivation of X chromosome (GO:0009048)	2/12	0.013317215329957988	0.3104224136771897	0	0	13.25993265993266	57.26564061481428	PCGF5;LRIF1
glucose metabolic process (GO:0006006)	4/62	0.013852566704256372	0.3140547656923876	0	0	4.592168322618352	19.651195835271228	CRTC2;ALDOC;GALM;PPARD
positive regulation of cysteine-type endopeptidase activity (GO:2001056)	4/62	0.013852566704256372	0.3140547656923876	0	0	4.592168322618352	19.651195835271228	CYFIP2;AIM2;TBC1D10A;MALT1
positive regulation of Ras protein signal transduction (GO:0046579)	4/63	0.014622175770160749	0.32189916196088475	0	0	4.514105142200517	19.073069336810875	P2RY10;RAPGEF1;ERBIN;RASGRP1
cellular response to interleukin-15 (GO:0071350)	2/13	0.015584617828066713	0.32189916196088475	0	0	12.053872053872054	50.161837637972695	JAK3;JAK1
response to muramyl dipeptide (GO:0032495)	2/13	0.015584617828066713	0.32189916196088475	0	0	12.053872053872054	50.161837637972695	ERBIN;LDOC1
interleukin-15-mediated signaling pathway (GO:0035723)	2/13	0.015584617828066713	0.32189916196088475	0	0	12.053872053872054	50.161837637972695	JAK3;JAK1
lymphocyte mediated immunity (GO:0002449)	2/13	0.015584617828066713	0.32189916196088475	0	0	12.053872053872054	50.161837637972695	BTN3A3;BTN3A2
negative regulation of endoplasmic reticulum unfolded protein response (GO:1900102)	2/13	0.015584617828066713	0.32189916196088475	0	0	12.053872053872054	50.161837637972695	DNAJB9;ABCA7
positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)	2/13	0.015584617828066713	0.32189916196088475	0	0	12.053872053872054	50.161837637972695	TNRC6C;BTG2
negative regulation of transcription, DNA-templated (GO:0045892)	23/948	0.015754581340683787	0.32189916196088475	0	0	1.6915315315315316	7.020911502175193	ZBTB18;CBX7;ZHX2;CDKN1B;ZBTB38;IKZF1;FOXO1;KLF2;ARNTL;DEDD2;MECP2;ATXN1;SCML1;THAP5;SCML4;IRF2;WWC3;ZNF217;TBL1X;EZH1;ZNF398;CDK5R1;PPARD
MAPK cascade (GO:0000165)	10/303	0.016218423850573586	0.3233800270049961	0	0	2.292003731828005	9.44673956077945	RASA3;MINK1;RASA2;CCM2;JAK3;RASGRP1;PSMB9;MAPK13;JAK1;ZFP36L1
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	4/65	0.016241235263827168	0.3233800270049961	0	0	4.365657126979716	17.98738871990641	RBL2;BTG2;CDKN1B;ATM
positive regulation of innate immune response (GO:0045089)	3/36	0.016413246083637263	0.3233800270049961	0	0	6.04054054054054	24.824607597459543	ZBP1;TRIM62;NLRC5
positive regulation of intracellular signal transduction (GO:1902533)	15/546	0.01788353851110079	0.3274439501910895	0	0	1.9067796610169492	7.672642294407772	TRIM62;SLC44A2;IFIT5;SHISA5;PIK3CD;IRAK4;DDX60;TIRAP;MALT1;IGF1R;PIK3R5;NR3C2;PRKD2;PIM2;LAMTOR4
peptidyl-threonine modification (GO:0018210)	4/67	0.01796849091164969	0.3274439501910895	0	0	4.226634382566586	16.9874165457471	LMTK2;PRKD2;TGFBR2;CDK5R1
activation of cysteine-type endopeptidase activity (GO:0097202)	2/14	0.01800447097727441	0.3274439501910895	0	0	11.048821548821548	44.38460956787663	CYFIP2;TBC1D10A
amyloid precursor protein catabolic process (GO:0042987)	2/14	0.01800447097727441	0.3274439501910895	0	0	11.048821548821548	44.38460956787663	ADAM19;ABCA7
antiviral innate immune response (GO:0140374)	2/14	0.01800447097727441	0.3274439501910895	0	0	11.048821548821548	44.38460956787663	DDX58;MX1
positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)	2/14	0.01800447097727441	0.3274439501910895	0	0	11.048821548821548	44.38460956787663	DDX58;RASGRP1
positive regulation of T-helper cell differentiation (GO:0045624)	2/14	0.01800447097727441	0.3274439501910895	0	0	11.048821548821548	44.38460956787663	PRKCZ;MALT1
positive regulation of transcription by RNA polymerase II (GO:0045944)	22/908	0.018235269437584727	0.3280366404261166	0	0	1.686605112826071	6.7538375991613275	ZBTB18;CRTC2;AKNA;MAML2;PCGF5;DDX58;PLAG1;ZBTB38;NLRC5;FOXO1;KLF2;ARNTL;NFKB2;KAT2B;IRF2;CREBRF;NCK2;PRKD2;ATM;TBL1X;RNF111;PPARD
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	8/224	0.019789003052507047	0.3304759468915102	0	0	2.479954180985109	9.727939933475565	TRIM62;SLC44A2;IFIT5;SHISA5;PIM2;IRAK4;TIRAP;MALT1
regulation of protein tyrosine kinase activity (GO:0061097)	3/39	0.02033382280524661	0.3304759468915102	0	0	5.5363175675675675	21.56655695412117	EPHA4;NCK2;SH3BP5
cellular response to arsenic-containing substance (GO:0071243)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	MKNK2;MAPK13
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	TNRC6C;ZFP36L1
regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	TNRC6C;BTG2
ganglioside biosynthetic process (GO:0001574)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	B3GALT4;ST6GALNAC3
interleukin-27-mediated signaling pathway (GO:0070106)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	MX1;JAK1
T cell proliferation (GO:0042098)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	BTN3A1;RASGRP1
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	TNRC6C;ZFP36L1
protein localization to cell-cell junction (GO:0150105)	2/15	0.020571741465247532	0.3304759468915102	0	0	10.1983941983942	39.60889989674108	LSR;JAK1
negative regulation of viral process (GO:0048525)	4/70	0.020766373293829164	0.3304759468915102	0	0	4.033898305084746	15.629017356545331	ISG20;TRIM62;MX1;IFIT5
activation of GTPase activity (GO:0090630)	5/105	0.020767068565992183	0.3304759468915102	0	0	3.3335034013605442	12.915281539139752	TBC1D10C;TBC1D25;RASGRP1;TBC1D10A;ARHGAP45
antigen receptor-mediated signaling pathway (GO:0050851)	7/185	0.021527500784538328	0.33216294462570645	0	0	2.6293096813914114	10.0924055289668	BTN3A1;PIK3CD;PRKD2;BTN3A3;BTN3A2;MALT1;PSMB9
nucleocytoplasmic transport (GO:0006913)	3/40	0.021745007792044604	0.33216294462570645	0	0	5.386413440467495	20.621189411297102	ATXN1;RGS14;MALT1
regulation of cell development (GO:0060284)	3/41	0.023208437089592044	0.33216294462570645	0	0	5.244399004267425	19.735928955708864	PRUNE1;FOXO1;ARNTL
hexose metabolic process (GO:0019318)	3/41	0.023208437089592044	0.33216294462570645	0	0	5.244399004267425	19.735928955708864	ALDOC;GALM;PPARD
JNK cascade (GO:0007254)	3/41	0.023208437089592044	0.33216294462570645	0	0	5.244399004267425	19.735928955708864	SH2D3A;MINK1;SH2D3C
activation of NF-kappaB-inducing kinase activity (GO:0007250)	2/16	0.02328151152663562	0.33216294462570645	0	0	9.46945646945647	35.60606283723314	MALT1;TIRAP
regulation of cholesterol storage (GO:0010885)	2/16	0.02328151152663562	0.33216294462570645	0	0	9.46945646945647	35.60606283723314	EHD1;PPARD
regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645)	2/16	0.02328151152663562	0.33216294462570645	0	0	9.46945646945647	35.60606283723314	DDX58;RASGRP1
glycosphingolipid biosynthetic process (GO:0006688)	2/16	0.02328151152663562	0.33216294462570645	0	0	9.46945646945647	35.60606283723314	B3GALT4;ST6GALNAC3
T cell mediated immunity (GO:0002456)	2/16	0.02328151152663562	0.33216294462570645	0	0	9.46945646945647	35.60606283723314	BTN3A3;BTN3A2
negative regulation of natural killer cell mediated cytotoxicity (GO:0045953)	2/16	0.02328151152663562	0.33216294462570645	0	0	9.46945646945647	35.60606283723314	SERPINB9;HLA-F
nuclear transport (GO:0051169)	2/16	0.02328151152663562	0.33216294462570645	0	0	9.46945646945647	35.60606283723314	RGS14;PSIP1
positive regulation of synaptic transmission (GO:0050806)	4/73	0.023817570702092176	0.3369066624954064	0	0	3.85792188651437	14.418333785333783	RGS14;PRKCZ;VAMP2;BAIAP3
ceramide biosynthetic process (GO:0046513)	3/42	0.02472409806275645	0.3432987825390905	0	0	5.10966735966736	18.905651099831935	CERS4;B3GALT4;ST6GALNAC3
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	4/74	0.024891754625190853	0.3432987825390905	0	0	3.8026150121065374	14.043888757157113	RBL2;BTG2;CDKN1B;ATM
NIK/NF-kappaB signaling (GO:0038061)	4/74	0.024891754625190853	0.3432987825390905	0	0	3.8026150121065374	14.043888757157113	TIRAP;MALT1;NFKB2;PSMB9
regulation of cytokine production (GO:0001817)	6/150	0.025442619958324347	0.34799616554567603	0	0	2.7811433447098977	10.210493772113312	ZBP1;BTN3A1;DDX58;PIK3CD;BTN3A3;BTN3A2
regulation of transferase activity (GO:0051338)	2/17	0.026128976618467595	0.348105277518054	0	0	8.837710437710438	32.21089483713391	NLRC5;ATM
negative regulation of cytokine production involved in immune response (GO:0002719)	2/17	0.026128976618467595	0.348105277518054	0	0	8.837710437710438	32.21089483713391	HLA-F;JAK3
positive regulation of transcription of Notch receptor target (GO:0007221)	2/17	0.026128976618467595	0.348105277518054	0	0	8.837710437710438	32.21089483713391	KAT2B;MAML2
cellular glucose homeostasis (GO:0001678)	3/43	0.026291939389581114	0.348105277518054	0	0	4.9816722972972975	18.125779153638707	PDK3;FOXO1;IGF1R
positive regulation of interleukin-6 production (GO:0032755)	4/76	0.027126696267204035	0.35630700255732284	0	0	3.6966101694915254	13.33454873354733	DDX58;IL16;TIRAP;MAPK13
positive regulation of mRNA catabolic process (GO:0061014)	3/44	0.027911872630333474	0.36373345829292836	0	0	4.859920896506263	17.392214164539443	TNRC6C;BTG2;ZFP36L1
regulation of protein-containing complex disassembly (GO:0043244)	2/18	0.029109443157833665	0.37323397422147464	0	0	8.28493265993266	29.30126044664487	TBC1D25;IGF1R
positive regulation of CREB transcription factor activity (GO:0032793)	2/18	0.029109443157833665	0.37323397422147464	0	0	8.28493265993266	29.30126044664487	CRTC2;PRKD2
positive regulation of protein metabolic process (GO:0051247)	5/115	0.02931747229534242	0.37323397422147464	0	0	3.0289115646258504	10.690760287745002	CDKN1B;DDX58;RASGRP1;FOXO1;KLF2
cellular response to cytokine stimulus (GO:0071345)	13/482	0.030021108977620167	0.3767658309657823	0	0	1.8639271176584609	6.5346572957914635	CDKN1B;IL4R;ERBIN;PIK3CD;IL16;IRAK4;FOXO1;MAPK13;ZFP36L1;AIM2;RAPGEF1;JAK3;JAK1
cytosolic transport (GO:0016482)	5/116	0.03027785831930456	0.3767658309657823	0	0	3.0014708586137155	10.497159836973026	AKTIP;TBC1D10C;LMTK2;TBC1D10A;BAIAP3
sphingolipid metabolic process (GO:0006665)	5/116	0.03027785831930456	0.3767658309657823	0	0	3.0014708586137155	10.497159836973026	CERS4;CERK;PRKD2;ST6GALNAC3;SGPP1
regulation of fat cell differentiation (GO:0045598)	4/80	0.031946217569731546	0.3836066910331997	0	0	3.5013380909901874	12.057563204755416	FOXO1;PPARD;ARNTL;ZFP36L1
pyroptosis (GO:0070269)	2/19	0.03221832631638354	0.3836066910331997	0	0	7.797187561893444	26.785053471743293	ZBP1;AIM2
cellular response to interleukin-7 (GO:0098761)	2/19	0.03221832631638354	0.3836066910331997	0	0	7.797187561893444	26.785053471743293	JAK3;JAK1
regulation of T cell cytokine production (GO:0002724)	2/19	0.03221832631638354	0.3836066910331997	0	0	7.797187561893444	26.785053471743293	HLA-F;MALT1
