Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SARS-CoV-2 and COVID-19 Pathway WP4846	1/10	0.13986206452524058	0.39843864539353613	0	0	7.342281879194631	14.442992371926008	SCARB1
Renin-angiotensin-aldosterone system (RAAS) WP4756	2/44	0.14025040317852472	0.39843864539353613	0	0	3.151996151996152	6.191547551577639	STAR;CTSG
Pancreatic adenocarcinoma pathway WP4263	3/89	0.14843070526682048	0.4169401833337654	0	0	2.3116357636706475	4.4097620539539335	CDK6;RAD51;BRCA2
Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4718	2/46	0.15058361228132686	0.4182878118925746	0	0	3.008417508417508	5.695646693771133	FADS2;FADS1
The alternative pathway of fetal androgen synthesis WP4524	1/11	0.15272754050288706	0.4195811552277117	0	0	6.6077181208053695	12.416561310898693	STAR
LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258	3/94	0.16633927477727728	0.44031173457517964	0	0	2.184065934065934	3.9176153109452727	CDK6;PLAU;EZH2
Hepatitis C and Hepatocellular Carcinoma WP3646	2/49	0.16635053009873904	0.44031173457517964	0	0	2.8159610287269863	5.050871279950759	RRM2;BIRC5
Vitamin B12 metabolism WP1533	2/50	0.17166863172360886	0.44031173457517964	0	0	2.7571548821548824	4.8586286115301025	SCARB1;MPO
Photodynamic therapy-induced AP-1 survival signaling. WP3611	2/50	0.17166863172360886	0.44031173457517964	0	0	2.7571548821548824	4.8586286115301025	CCNA2;CCNE1
Small cell lung cancer WP4658	3/96	0.17367398688783414	0.44031173457517964	0	0	2.136878814298169	3.7407674333782177	CDK6;CCNE2;CCNE1
Transcriptional cascade regulating adipogenesis WP4211	1/13	0.17788594076837258	0.44031173457517964	0	0	5.505872483221476	9.50650944374009	GATA2
EDA signaling in hair follicle development WP3930	1/13	0.17788594076837258	0.44031173457517964	0	0	5.505872483221476	9.50650944374009	BMP1
Genes targeted by miRNAs in adipocytes WP1992	1/13	0.17788594076837258	0.44031173457517964	0	0	5.505872483221476	9.50650944374009	ERG
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma WP4337	1/13	0.17788594076837258	0.44031173457517964	0	0	5.505872483221476	9.50650944374009	SOX4
Osteopontin Signaling WP1434	1/13	0.17788594076837258	0.44031173457517964	0	0	5.505872483221476	9.50650944374009	PLAU
Cardiac Progenitor Differentiation WP2406	2/53	0.18778142671234255	0.46024859488319253	0	0	2.594573182808477	4.339362977770477	BMP1;KIT
Somatic sex determination WP4814	1/14	0.19018452251492454	0.461612918725545	0	0	5.082085699535364	8.435045137136205	WT1
Breast cancer pathway WP4262	4/154	0.19947767862320315	0.4764666180550541	0	0	1.7673220338983051	2.8490166727416444	CDK6;RAD51;KIT;BRCA2
VEGFA-VEGFR2 Signaling Pathway WP3888	9/432	0.20011597958312272	0.4764666180550541	0	0	1.414380044020543	2.2755369071205482	STIP1;RCN1;PLAU;BSG;FSCN1;BIRC5;HBD;ERG;GATA2
Nuclear Receptors Meta-Pathway WP2882	7/319	0.20219020077809768	0.4768636810804191	0	0	1.489758956796628	2.3814488717600235	SLC7A5;CPT1A;MAFG;SLC39A11;CDK1;PTGR1;PLTP
Proximal tubule transport WP4917	2/57	0.2095633989706045	0.4787942082065448	0	0	2.405387205387205	3.7589682579362984	ATP1B1;AQP1
Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism WP4523	1/16	0.21423428030406122	0.4787942082065448	0	0	4.404026845637584	6.78521851907806	STAR
ID signaling pathway WP53	1/16	0.21423428030406122	0.4787942082065448	0	0	4.404026845637584	6.78521851907806	CCNE1
Interactome of polycomb repressive complex 2 (PRC2)  WP2916	1/16	0.21423428030406122	0.4787942082065448	0	0	4.404026845637584	6.78521851907806	EZH2
Metabolic pathway of LDL, HDL and TG, including diseases WP4522	1/16	0.21423428030406122	0.4787942082065448	0	0	4.404026845637584	6.78521851907806	SCARB1
Pre-implantation embryo WP3527	2/58	0.2150501328159347	0.4787942082065448	0	0	2.362313612313612	3.630602235051844	GATA2;HNRNPAB
Kit receptor signaling pathway WP304	2/59	0.22054997667582923	0.4787942082065448	0	0	2.320751373382952	3.508119622257803	TEC;KIT
ACE Inhibitor Pathway WP554	1/17	0.22599086627348913	0.4787942082065448	0	0	4.128565436241611	6.140253101071745	CTSG
Canonical and non-canonical TGF-B signaling WP3874	1/17	0.22599086627348913	0.4787942082065448	0	0	4.128565436241611	6.140253101071745	BMP1
Glycosaminoglycan degradation WP4815	1/17	0.22599086627348913	0.4787942082065448	0	0	4.128565436241611	6.140253101071745	GUSB
Mitochondrial LC-Fatty Acid Beta-Oxidation WP368	1/17	0.22599086627348913	0.4787942082065448	0	0	4.128565436241611	6.140253101071745	CPT1A
Nephrogenesis WP5052	1/17	0.22599086627348913	0.4787942082065448	0	0	4.128565436241611	6.140253101071745	MEIS1
TYROBP causal network in microglia WP3945	2/61	0.2315825926267369	0.4865180517368422	0	0	2.2418535638874624	3.279425310262112	IL18;CYTL1
Cell Differentiation - Index expanded WP2023	1/19	0.24898067800637708	0.5144228884429278	0	0	3.6694630872483223	5.101948028156397	EZH2
Extracellular vesicles in the crosstalk of cardiac cells WP4300	1/19	0.24898067800637708	0.5144228884429278	0	0	3.6694630872483223	5.101948028156397	BIRC5
Hypertrophy Model WP516	1/20	0.26021907684949475	0.5246352355836588	0	0	3.4761568350406216	4.679711480884057	IL18
Imatinib and Chronic Myeloid Leukemia WP3640	1/20	0.26021907684949475	0.5246352355836588	0	0	3.4761568350406216	4.679711480884057	KIT
Metabolism of Spingolipids in ER and Golgi apparatus WP4142	1/20	0.26021907684949475	0.5246352355836588	0	0	3.4761568350406216	4.679711480884057	B3GALNT1
Melanoma WP4685	2/68	0.2703869861544974	0.538273523839136	0	0	2.0033670033670035	2.620205835483291	CDK6;KIT
Globo Sphingolipid Metabolism WP1424	1/21	0.2712898560149245	0.538273523839136	0	0	3.302181208053691	4.307918119032611	B3GALNT1
Methionine De Novo and Salvage Pathway WP3580	1/22	0.2821955072121823	0.5468905178530664	0	0	3.1447746883988494	3.9786279249163594	MSRB3
PKC-gamma calcium signaling pathway in ataxia WP4760	1/22	0.2821955072121823	0.5468905178530664	0	0	3.1447746883988494	3.9786279249163594	GNA15
Purine metabolism and related disorders WP4224	1/22	0.2821955072121823	0.5468905178530664	0	0	3.1447746883988494	3.9786279249163594	PFAS
MECP2 and Associated Rett Syndrome WP3584	2/72	0.29256616313074363	0.5527219368492091	0	0	1.8885040885040885	2.321093218373004	NREP;EZH2
Blood Clotting Cascade WP272	1/23	0.292938485298911	0.5527219368492091	0	0	3.001677852348993	3.685437974142186	PLAU
Nanoparticle triggered autophagic cell death WP2509	1/23	0.292938485298911	0.5527219368492091	0	0	3.001677852348993	3.685437974142186	CHAF1A
Unfolded protein response WP4925	1/24	0.303521208748248	0.5527219368492091	0	0	2.8710242194339073	3.423133059074421	HSPA5
GPCRs, Class B Secretin-like WP334	1/24	0.303521208748248	0.5527219368492091	0	0	2.8710242194339073	3.423133059074421	PTH2R
16p11.2 proximal deletion syndrome WP4949	2/74	0.30362606507241124	0.5527219368492091	0	0	1.8358585858585859	2.1882670329058436	PCNA;TCP1
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	2/74	0.30362606507241124	0.5527219368492091	0	0	1.8358585858585859	2.1882670329058436	LMNA;ITGA9
Adipogenesis WP236	3/130	0.30784865277769946	0.5527219368492091	0	0	1.5620876782294104	1.8403689178790903	BMP1;LMNA;GATA2
Signal Transduction of S1P Receptor WP26	1/25	0.31394606013035076	0.5527219368492091	0	0	2.751258389261745	3.1874266367095516	RACGAP1
Glycosylation and related congenital defects WP4521	1/25	0.31394606013035076	0.5527219368492091	0	0	2.751258389261745	3.1874266367095516	MPDU1
Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668	1/25	0.31394606013035076	0.5527219368492091	0	0	2.751258389261745	3.1874266367095516	LTBP1
Mammalian disorder of sexual development WP4842	1/25	0.31394606013035076	0.5527219368492091	0	0	2.751258389261745	3.1874266367095516	WT1
MTHFR deficiency WP4288	1/25	0.31394606013035076	0.5527219368492091	0	0	2.751258389261745	3.1874266367095516	DNMT3B
Wnt/beta-catenin signaling pathway in leukemia WP3658	1/26	0.32421538684459583	0.5653550998685265	0	0	2.641073825503356	2.9747661343440015	FLT3
Regulatory circuits of the STAT3 signaling pathway WP4538	2/78	0.32564453752427125	0.5653550998685265	0	0	1.7388800283537125	1.950934479746859	DEPTOR;STMN1
7-oxo-C and 7beta-HC pathways WP5064	1/27	0.33433150140290097	0.5685909887804438	0	0	2.5393649974186885	2.78218481504102	SLC27A2
Intraflagellar transport proteins binding to dynein WP4532	1/27	0.33433150140290097	0.5685909887804438	0	0	2.5393649974186885	2.78218481504102	IFT122
Photodynamic therapy-induced unfolded protein response WP3613	1/27	0.33433150140290097	0.5685909887804438	0	0	2.5393649974186885	2.78218481504102	HSPA5
Endoderm differentiation WP2853	3/141	0.3528179651086001	0.5905571207532883	0	0	1.4367655699177437	1.4968267308012864	WDHD1;DNMT3B;EZH2
Eicosanoid metabolism via lipooxygenases (LOX) WP4721	1/29	0.35411317327656106	0.5905571207532883	0	0	2.3577420901246406	2.447663351806148	PTGR1
Apoptosis WP254	2/84	0.3583080741127375	0.5905571207532883	0	0	1.611152172127782	1.6536255597063803	BIRC5;TNFRSF21
Sphingolipid pathway WP1422	1/30	0.36378318638402557	0.5905571207532883	0	0	2.2763249247859294	2.3018134599179123	B4GALT6
Autophagy WP4923	1/30	0.36378318638402557	0.5905571207532883	0	0	2.2763249247859294	2.3018134599179123	DEPTOR
Eicosanoid metabolism via cyclooxygenases (COX) WP4719	1/30	0.36378318638402557	0.5905571207532883	0	0	2.2763249247859294	2.3018134599179123	PTGR1
Matrix Metalloproteinases WP129	1/30	0.36378318638402557	0.5905571207532883	0	0	2.2763249247859294	2.3018134599179123	BSG
ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336	2/86	0.36907247799094706	0.5952781903079791	0	0	1.5726310726310726	1.5675392657888612	PLAU;EZH2
NRF2 pathway WP2884	3/146	0.37317465038762265	0.5980362986981133	0	0	1.386174636174636	1.3663644503319354	MAFG;SLC39A11;PTGR1
White fat cell differentiation WP4149	1/32	0.3826924596932697	0.6011288043955104	0	0	2.1292487551418056	2.045193657573464	GATA2
Development and heterogeneity of the ILC family WP3893	1/32	0.3826924596932697	0.6011288043955104	0	0	2.1292487551418056	2.045193657573464	IL18
Selenium Micronutrient Network WP15	2/89	0.38508347818032923	0.6011288043955104	0	0	1.5181702078253803	1.4487824536855385	SCARB1;MPO
Type I collagen synthesis in the context of Osteogenesis imperfecta WP4786	1/33	0.3919359804658728	0.6011288043955104	0	0	2.062604865771812	1.9319528065483063	BMP1
Endothelin Pathways WP2197	1/33	0.3919359804658728	0.6011288043955104	0	0	2.062604865771812	1.9319528065483063	GNA15
Oxidative Stress WP408	1/33	0.3919359804658728	0.6011288043955104	0	0	2.062604865771812	1.9319528065483063	NFIX
Prion disease pathway WP3995	1/33	0.3919359804658728	0.6011288043955104	0	0	2.062604865771812	1.9319528065483063	HSPA5
Amino Acid metabolism WP3925	2/91	0.39565957357919823	0.603139593870729	0	0	1.4839026973858434	1.3758762134995288	GPT2;FAH
Fatty acid beta-oxidation WP143	1/34	0.40104154504852707	0.6076387046189804	0	0	2.0	1.827380506859529	CPT1A
Corticotropin-releasing hormone signaling pathway WP2355	2/93	0.4061518250633564	0.6101357226909877	0	0	1.451141451141451	1.3075194218003725	STAR;IL18
Overview of leukocyte-intrinsic Hippo pathway functions WP4542	1/35	0.41001120564834376	0.6101357226909877	0	0	1.9410777733912357	1.7306082415594122	RAB13
Photodynamic therapy-induced NF-kB survival signaling WP3617	1/35	0.41001120564834376	0.6101357226909877	0	0	1.9410777733912357	1.7306082415594122	BIRC5
Zinc homeostasis WP3529	1/36	0.4188469839052105	0.6142972293441721	0	0	1.8855225311601151	1.6408752649294156	SLC39A11
Complement system WP2806	2/97	0.4268677638297762	0.6142972293441721	0	0	1.3897572213361686	1.1830739175499012	GNA15;ELANE
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850	1/37	0.42755087162354377	0.6142972293441721	0	0	1.8330536912751678	1.5575127260246866	DEPTOR
miRNAs involvement in the immune response in sepsis WP4329	1/37	0.42755087162354377	0.6142972293441721	0	0	1.8330536912751678	1.5575127260246866	ELANE
Neovascularisation processes WP4331	1/37	0.42755087162354377	0.6142972293441721	0	0	1.8330536912751678	1.5575127260246866	KIT
Photodynamic therapy-induced HIF-1 survival signaling WP3614	1/37	0.42755087162354377	0.6142972293441721	0	0	1.8330536912751678	1.5575127260246866	BIRC5
Pathways Regulating Hippo Signaling WP4540	2/98	0.43198795920534033	0.617125656007629	0	0	1.3752104377104377	1.1542932820713132	FLT3;KIT
