Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
cytoskeleton-dependent cytokinesis (GO:0061640)	12/72	6.903928325614437E-10	1.1360100244874663E-7	0	0	13.687108013937282	288.7125764371394	ANLN;ESPL1;RACGAP1;KIF4B;KIF4A;STMN1;PLK1;NUSAP1;KIF23;KIF20A;CEP55;CIT
mitotic chromosome condensation (GO:0007076)	8/27	3.9415790741367966E-9	5.945215103489669E-7	0	0	28.478205823837946	551.1012517710135	CCNB1;CDCA5;PLK1;NUSAP1;CDK1;NCAPG;SMC4;NCAPH
spindle assembly checkpoint signaling (GO:0071173)	7/21	1.5119501523411376E-8	1.8244198504916394E-6	0	0	33.71061643835616	607.03652383434	CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT
mitotic spindle assembly checkpoint signaling (GO:0007094)	7/21	1.5119501523411376E-8	1.8244198504916394E-6	0	0	33.71061643835616	607.03652383434	CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT
mitotic spindle checkpoint signaling (GO:0071174)	7/21	1.5119501523411376E-8	1.8244198504916394E-6	0	0	33.71061643835616	607.03652383434	CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT
chromosome condensation (GO:0030261)	9/45	1.8283963992128558E-8	2.068373426609543E-6	0	0	16.95258620689655	302.0483215797597	TOP2A;CCNB1;CDCA5;PLK1;NUSAP1;CDK1;NCAPG;SMC4;NCAPH
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	7/22	2.1892668793667565E-8	2.3309253245022524E-6	0	0	31.46164383561644	554.8925994107234	CENPF;PLK1;BUB1B;TTK;TRIP13;BUB1;ZWINT
DNA repair (GO:0006281)	20/298	2.5727300105418705E-8	2.587022955044881E-6	0	0	5.008380392460225	87.52501907437146	FANCI;WDHD1;POLQ;RFC3;PCNA;CDCA5;XRCC2;FANCA;BRCA2;TICRR;RAD51AP1;BRIP1;RAD51;EXO1;POLE2;CHEK1;CDK1;RAD54L;TRIP13;KPNA2
sister chromatid segregation (GO:0000819)	8/34	2.9434726907748084E-8	2.8040450370012646E-6	0	0	20.803595030399155	360.75702773230097	TOP2A;SPAG5;ESPL1;KIFC1;PLK1;NUSAP1;SMC4;ZWINT
mitotic spindle elongation (GO:0000022)	5/8	3.8984712602791634E-8	3.3601109433834694E-6	0	0	111.66666666666667	1905.0440814964027	RACGAP1;KIF4B;PRC1;KIF4A;KIF23
mitotic spindle midzone assembly (GO:0051256)	5/8	3.8984712602791634E-8	3.3601109433834694E-6	0	0	111.66666666666667	1905.0440814964027	RACGAP1;KIF4B;PRC1;KIF4A;KIF23
regulation of cytokinesis (GO:0032465)	11/84	4.892659960750927E-8	4.025324785890535E-6	0	0	10.269596651445967	172.86755179702206	PLK4;RACGAP1;PRC1;PLK1;KIF14;KIF23;KIF20A;CDC6;E2F7;CIT;E2F8
regulation of cell cycle process (GO:0010564)	12/106	6.292261009000286E-8	4.951735837517617E-6	0	0	8.721328489880644	144.61148978425427	PLK4;RACGAP1;SPAG5;PRC1;CHEK1;PLK1;RCC1;KIF20A;CEP85;KIF11;MKI67;BUB1
regulation of cyclin-dependent protein kinase activity (GO:1904029)	9/54	9.753020548448994E-8	7.355402996955284E-6	0	0	13.555862068965517	218.833687218179	CCNA2;CCNA1;CCNB2;CCNB1;CDKN2C;CCNE2;CCNE1;CDC6;CDC25A
mitotic cell cycle phase transition (GO:0044772)	16/209	1.0995393595651325E-7	7.96066496325156E-6	0	0	5.714641425145096	91.56686718716166	PLK4;CDKN2C;PLK1;FOXM1;CDC25A;CCNA2;CCNB2;CCNA1;CCNB1;MELK;CDK6;CCNE2;CCNE1;CENPJ;CDK1;RCC1
DNA replication checkpoint signaling (GO:0000076)	6/17	1.1440859656296312E-7	7.964598453037047E-6	0	0	36.65529010238908	585.8794487245722	CDT1;CDC45;ORC1;CDC6;CLSPN;TICRR
double-strand break repair via homologous recombination (GO:0000724)	11/97	2.205955247802575E-7	1.4788070364898744E-5	0	0	8.711442183462532	133.51970824953074	RAD51AP1;GINS2;POLQ;CDC45;RAD51;XRCC2;MCM4;RAD54L;AUNIP;BRCA2;MCM2
mitotic spindle assembly (GO:0090307)	8/44	2.5237797666233345E-7	1.6314433491386555E-5	0	0	15.017182130584192	228.1461062215423	TPX2;RACGAP1;KIF4B;KIFC1;PRC1;KIF4A;KIF23;KIF11
mitotic G2/M transition checkpoint (GO:0044818)	8/45	3.0299352064059895E-7	1.8910974908947726E-5	0	0	14.610569332218816	219.29813543615143	ORC1;CHEK1;PLK1;CDK1;CLSPN;CDC6;DTL;TICRR
positive regulation of cell cycle process (GO:0090068)	11/101	3.343220495777271E-7	2.01707636578562E-5	0	0	8.322569444444444	124.09917365416602	PLK4;CCNB1;RACGAP1;SPAG5;NUSAP1;KIF14;KIF23;CDC6;E2F7;CIT;E2F8
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	10/82	3.97096853396837E-7	2.318533240800887E-5	0	0	9.433391003460208	139.03955771332474	CCNA2;CCNA1;CCNB2;CCNB1;CDKN2C;CCNE2;CCNE1;PLK1;CDC6;CDC25A
mitotic metaphase plate congression (GO:0007080)	8/51	8.281299730190435E-7	4.6210394688480696E-5	0	0	12.568049228802046	176.00416444693013	CDT1;CCNB1;KIFC1;CDCA5;NUF2;KIF14;KIF2C;CEP55
kinetochore organization (GO:0051383)	5/13	8.42509958408764E-7	4.6210394688480696E-5	0	0	41.86437074829932	585.5519447821025	CDT1;CENPF;CENPW;NUF2;DLGAP5
regulation of DNA replication (GO:0006275)	8/53	1.123222184546835E-6	5.979506335381681E-5	0	0	12.008247422680412	164.5046926242367	CCNA2;CDT1;CCDC88A;PCNA;DSCC1;GMNN;ESCO2;CDC6
mitotic nuclear division (GO:0140014)	9/74	1.5607206826316392E-6	8.071155530180764E-5	0	0	9.37527851458886	125.3508757223824	TPX2;ESPL1;SPAG5;KIFC1;PLK1;NUSAP1;KIF11;SMC4;ZWINT
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	12/149	2.5626776985347593E-6	1.2884573984299762E-4	0	0	5.9708537857015695	76.8715055127473	PLK4;TPX2;CCNB1;CENPF;CENPJ;PLK1;CDK1;KIF14;PSMD1;HMMR;DTL;CDC25A
negative regulation of cell cycle process (GO:0010948)	8/64	4.865170513029433E-6	2.3173575338377036E-4	0	0	9.64408443789887	117.98002737280167	TOM1L1;RRM2;RAD51;ESPL1;CHEK1;E2F7;E2F8;EZH2
pre-replicative complex assembly (GO:0036388)	8/64	4.865170513029433E-6	2.3173575338377036E-4	0	0	9.64408443789887	117.98002737280167	CDT1;ORC6;ORC1;GMNN;PSMD1;MCM4;CDC6;MCM2
regulation of cell cycle G2/M phase transition (GO:1902749)	9/85	5.036678674714752E-6	2.3375354874958205E-4	0	0	8.013838475499092	97.75892178218746	PLK4;TPX2;CENPF;CENPJ;PLK1;KIF14;CDK1;HMMR;GTSE1
DNA strand elongation involved in DNA replication (GO:0006271)	5/18	5.274718647577465E-6	2.363208986275347E-4	0	0	25.75614861329147	313.0037908841421	GINS1;GINS2;RFC3;PCNA;MCM4
regulation of mitotic cell cycle phase transition (GO:1901990)	13/188	5.353125328027029E-6	2.363208986275347E-4	0	0	5.071688311688312	61.5592905106221	PLK4;PLK1;KIF14;BUB1B;HMMR;CDC6;ANLN;TPX2;CCNB1;CENPF;CENPJ;CDK1;PSMD1
regulation of protein serine/threonine kinase activity (GO:0071900)	10/111	6.535247982894545E-6	2.816380678342649E-4	0	0	6.714858337044777	80.16399506271837	CCNA2;CCNB2;CCNA1;CCNB1;CDKN2C;CCNE2;CCNE1;CDC6;CDC25A;EZH2
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	6/33	8.371638738406215E-6	3.523875841050058E-4	0	0	14.921501706484642	174.44221665107378	CHEK1;PLK1;CDK1;CLSPN;DTL;TICRR
mitotic DNA replication (GO:1902969)	4/10	9.57713409209611E-6	3.852136157043102E-4	0	0	44.50847457627118	514.3458147127079	GINS1;CDC45;MCM4;MCM2
mitotic DNA replication checkpoint signaling (GO:0033314)	4/10	9.57713409209611E-6	3.852136157043102E-4	0	0	44.50847457627118	514.3458147127079	ORC1;CDC6;CLSPN;TICRR
protein-DNA complex assembly (GO:0065004)	11/143	1.0429847295882308E-5	4.1039181751189083E-4	0	0	5.662326388888889	64.95163397554475	CDT1;CHAF1B;ORC6;CHAF1A;RAD51;ORC1;GMNN;PSMD1;MCM4;CDC6;MCM2
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	8/74	1.4558738839940872E-5	5.606663255381484E-4	0	0	8.1786941580756	91.0887269630862	CCNB1;PCNA;CDK1;FOXM1;GTSE1;SOX4;E2F7;E2F8
centromere complex assembly (GO:0034508)	6/37	1.6711389697416887E-5	6.301586531734285E-4	0	0	12.993504348783441	142.92101229535808	CENPU;CENPF;CENPW;CENPI;HJURP;DLGAP5
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	7/56	1.9272544285737643E-5	7.119041868813293E-4	0	0	9.614481409001957	104.38278106908729	CCNB1;PCNA;CDK1;GTSE1;SOX4;E2F7;E2F8
double-strand break repair via break-induced replication (GO:0000727)	4/12	2.204671400947129E-5	7.7285901259514E-4	0	0	33.377966101694916	357.89013441925425	GINS2;CDC45;MCM4;MCM2
mitotic nuclear membrane disassembly (GO:0007077)	4/12	2.204671400947129E-5	7.7285901259514E-4	0	0	33.377966101694916	357.89013441925425	CCNB2;CCNB1;PLK1;CDK1
cellular macromolecule biosynthetic process (GO:0034645)	16/314	2.2203684339749877E-5	7.7285901259514E-4	0	0	3.6811724808499537	39.44469197165992	RFC3;MCM10;CDC6;TYMS;TICRR;BRIP1;ORC6;CDC45;ORC1;EXO1;POLE2;CHEK1;CDK1;MCM4;CLSPN;MCM2
DNA integrity checkpoint signaling (GO:0031570)	6/39	2.287176092514997E-5	7.810922127268197E-4	0	0	12.204778156996587	130.41546969040274	CDT1;BRIP1;CDC45;CHEK1;CLSPN;CDC6
positive regulation of mitotic cell cycle phase transition (GO:1901992)	7/58	2.4357224045900228E-5	8.164180652422113E-4	0	0	9.236502820306205	98.1164329637851	CCNB1;ESPL1;CDCA5;CDK1;DTL;DLGAP5;CDC25A
G2/M transition of mitotic cell cycle (GO:0000086)	10/130	2.6329104557143618E-5	8.66466895425999E-4	0	0	5.646193771626297	59.538185050833555	PLK4;CCNA2;CCNB2;CCNB1;MELK;CENPJ;PLK1;CDK1;FOXM1;CDC25A
cell cycle G2/M phase transition (GO:0044839)	10/131	2.8134046492780148E-5	9.093325741416441E-4	0	0	5.599245045611828	58.67185772578338	PLK4;CCNA2;CCNB2;CCNB1;MELK;CENPJ;PLK1;CDK1;FOXM1;CDC25A
mitotic DNA integrity checkpoint signaling (GO:0044774)	4/13	3.147090021801412E-5	9.993391121860624E-4	0	0	29.667796610169493	307.54964833692725	ORC1;CDC6;CLSPN;TICRR
trophoblast giant cell differentiation (GO:0060707)	3/5	3.235217213126368E-5	0.0010096108889239184	0	0	99.82601351351352	1032.0841228557276	PLK4;E2F7;E2F8
regulation of mitotic metaphase/anaphase transition (GO:0030071)	5/26	3.6712595659289414E-5	0.0011262677651409127	0	0	15.937803692905733	162.76307750756877	CCNB1;ESPL1;PLK1;CDC6;DLGAP5
cell cycle G1/S phase transition (GO:0044843)	7/63	4.205357075180902E-5	0.0012686160510129055	0	0	8.409674657534246	84.74064389774146	CCNA2;CDKN2C;CDK6;CCNE2;CCNE1;RCC1;CDC25A
nuclear membrane disassembly (GO:0051081)	4/14	4.3541551497596867E-5	0.0012919706264041039	0	0	26.699661016949154	268.1125190026529	CCNB2;CCNB1;PLK1;CDK1
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	7/65	5.158626930017763E-5	0.0015059862489245404	0	0	8.118859234766179	80.15144883482942	CCNB1;PCNA;CDK1;GTSE1;SOX4;E2F7;E2F8
cellular response to DNA damage stimulus (GO:0006974)	16/350	8.117001543795956E-5	0.0023320274276620125	0	0	3.278305579653414	30.87824435681273	TOP2A;WDHD1;POLQ;RFC3;XRCC2;FANCA;MCM10;TICRR;RAD51AP1;RAD51;EXO1;POLE2;CHEK1;CDK1;RAD54L;DTL
regulation of cell population proliferation (GO:0042127)	26/764	8.81618229452086E-5	0.0024933265551691807	0	0	2.4471544715447155	22.847457699674145	TFRC;FLT3;UHRF1;NPR3;CDCA7;KIF14;TTK;FOXM1;CLU;LMNA;E2F7;SOX4;CDKN2C;CLEC11A;AKR1C3;CDC6;SHCBP1;CCDC88A;MEIS1;CDK6;WT1;PRC1;KIT;BIRC5;PRTN3;EZH2
regulation of chromosome segregation (GO:0051983)	4/18	1.269641660009171E-4	0.0034818960676009088	0	0	19.06731234866828	171.06440755595312	KIF2C;CDC6;MKI67;BUB1
DNA strand elongation (GO:0022616)	4/18	1.269641660009171E-4	0.0034818960676009088	0	0	19.06731234866828	171.06440755595312	GINS1;GINS2;RFC3;MCM4
double-strand break repair (GO:0006302)	10/164	1.8574146788256782E-4	0.005017791893543996	0	0	4.391992090954028	37.73228397223044	RAD51AP1;POLQ;BRIP1;RAD51;CDCA5;XRCC2;AUNIP;TRIP13;KPNA2;BRCA2
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	4/20	1.9634176285691357E-4	0.005226155746632552	0	0	16.68220338983051	142.393511574802	CCNB1;CDK1;DTL;CDC25A
regulation of mitotic nuclear division (GO:0007088)	6/57	2.0307951597527328E-4	0.0053271583176122414	0	0	7.889981931339088	67.07993956762924	TOM1L1;CCNB1;CHEK1;NUSAP1;RCC1;MKI67
positive regulation of cytokinesis (GO:0032467)	5/37	2.1267356906455294E-4	0.005499130857240584	0	0	10.453337585034014	88.39083131399302	RACGAP1;KIF14;KIF23;CDC6;CIT
mitotic DNA damage checkpoint signaling (GO:0044773)	6/59	2.4593725863420634E-4	0.006269668142646669	0	0	7.591474016356495	63.08844454059391	CHEK1;PLK1;CDK1;CLSPN;DTL;TICRR
regulation of DNA-directed DNA polymerase activity (GO:1900262)	3/9	2.5992357932411137E-4	0.006272822381021888	0	0	33.26858108108108	274.6362253942045	RFC3;PCNA;DSCC1
regulation of mitotic centrosome separation (GO:0046602)	3/9	2.5992357932411137E-4	0.006272822381021888	0	0	33.26858108108108	274.6362253942045	CHEK1;CEP85;KIF11
kinetochore assembly (GO:0051382)	3/9	2.5992357932411137E-4	0.006272822381021888	0	0	33.26858108108108	274.6362253942045	CENPF;CENPW;DLGAP5
positive regulation of DNA-directed DNA polymerase activity (GO:1900264)	3/9	2.5992357932411137E-4	0.006272822381021888	0	0	33.26858108108108	274.6362253942045	RFC3;PCNA;DSCC1
DNA recombination (GO:0006310)	5/39	2.741420247207792E-4	0.0065289087466396094	0	0	9.837434973989597	80.68530619997765	RAD51;EXO1;XRCC2;HMGB3;RAD54L
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	7/85	2.8367086116333744E-4	0.006668107255917413	0	0	6.03095363540569	49.25899547071829	RACGAP1;KIF4B;KIF4A;KIF23;KIF2C;KIF11;KIF15
mitotic cell cycle checkpoint signaling (GO:0007093)	4/23	3.4638922096818684E-4	0.007936259366486306	0	0	14.046030330062445	111.91803224010727	CHEK1;BUB1B;BUB1;ZWINT
positive regulation of cell cycle G2/M phase transition (GO:1902751)	4/23	3.4638922096818684E-4	0.007936259366486306	0	0	14.046030330062445	111.91803224010727	CCNB1;CDK1;DTL;CDC25A
regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	3/10	3.672157308967665E-4	0.008308255911539343	0	0	28.514478764478763	225.5370108817964	CCNB1;RACGAP1;SPAG5
positive regulation of cell division (GO:0051781)	5/44	4.865399835829668E-4	0.010872066299816912	0	0	8.574045002616431	65.404456982554	RACGAP1;KIF14;KIF23;CDC6;CIT
tetrahydrofolate metabolic process (GO:0046653)	3/11	4.993452941914173E-4	0.01088933713839115	0	0	24.948902027027028	189.6668605691224	DHFR;MTHFD1L;TYMS
positive regulation of DNA-dependent DNA replication (GO:2000105)	3/11	4.993452941914173E-4	0.01088933713839115	0	0	24.948902027027028	189.6668605691224	CDT1;E2F7;E2F8
positive regulation of protein kinase activity (GO:0045860)	9/154	5.282604182951288E-4	0.011382754251359322	0	0	4.185588585017836	31.5841215518624	TOM1L1;CCDC88A;TPX2;KIF14;CLSPN;AZU1;CLU;LRP8;EZH2
regulation of cell cycle (GO:0051726)	13/296	5.468440389393565E-4	0.011644561299767474	0	0	3.1188564086090587	23.42681246926514	CDKN2C;PLK1;GMNN;FOXM1;CDC25A;CCNB2;CENPF;CCNB1;CDK6;CHEK1;BIRC5;DTL;DLGAP5
regulation of double-strand break repair via homologous recombination (GO:0010569)	5/46	5.993461480021855E-4	0.012614145673069253	0	0	8.154969304795088	60.50719129779137	RAD51AP1;POLQ;PARPBP;RAD51;CHEK1
microtubule polymerization or depolymerization (GO:0031109)	4/27	6.549827636432756E-4	0.012954206785850013	0	0	11.600884303610906	85.04494174038439	CENPJ;STMN1;KIF14;KIF2C
attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	3/12	6.584458697780117E-4	0.012954206785850013	0	0	22.175675675675677	162.45075602560757	CDT1;NUF2;KIF2C
cell cycle checkpoint signaling (GO:0000075)	3/12	6.584458697780117E-4	0.012954206785850013	0	0	22.175675675675677	162.45075602560757	BUB1B;BUB1;ZWINT
regulation of DNA-dependent DNA replication (GO:0090329)	3/12	6.584458697780117E-4	0.012954206785850013	0	0	22.175675675675677	162.45075602560757	CDT1;GMNN;TICRR
regulation of sister chromatid cohesion (GO:0007063)	3/12	6.584458697780117E-4	0.012954206785850013	0	0	22.175675675675677	162.45075602560757	ESPL1;CDCA5;BUB1
negative regulation of cell division (GO:0051782)	3/12	6.584458697780117E-4	0.012954206785850013	0	0	22.175675675675677	162.45075602560757	ORC6;E2F7;E2F8
positive regulation of cellular protein localization (GO:1903829)	6/71	6.731677167164049E-4	0.012986061011508888	0	0	6.186190601207666	45.180942355193125	CDT1;CCDC88A;TFRC;PLK1;CDK1;GTSE1
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	7/98	6.744142182772572E-4	0.012986061011508888	0	0	5.165964172813488	37.72014531246332	RACGAP1;KIF4B;KIF4A;KIF23;KIF2C;KIF11;KIF15
negative regulation of mitotic cell cycle (GO:0045930)	5/48	7.307002871810088E-4	0.0139217633662908	0	0	7.774877392817592	56.14633296363171	TOM1L1;CHEK1;BUB1B;BUB1;ZWINT
antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	7/100	7.608704345059889E-4	0.014345577983915	0	0	5.054352629253204	36.29554616831192	RACGAP1;KIF4B;KIF4A;KIF23;KIF2C;KIF11;KIF15
antigen processing and presentation of exogenous peptide antigen (GO:0002478)	7/103	9.067448475070739E-4	0.016919671896781483	0	0	4.895654965753424	34.2972425779068	RACGAP1;KIF4B;KIF4A;KIF23;KIF2C;KIF11;KIF15
mitotic nuclear membrane organization (GO:0101024)	5/51	9.665560653154985E-4	0.017671378567889418	0	0	7.266711032238983	50.443845743055256	CCNB2;CCNB1;LMNA;CDK1;RCC1
mitotic nuclear membrane reassembly (GO:0007084)	5/51	9.665560653154985E-4	0.017671378567889418	0	0	7.266711032238983	50.443845743055256	CCNB2;CCNB1;LMNA;CDK1;RCC1
CENP-A containing chromatin organization (GO:0061641)	4/30	9.873962124732382E-4	0.017694922223530307	0	0	10.260756192959583	71.00893905111197	CENPU;CENPW;CENPI;HJURP
CENP-A containing nucleosome assembly (GO:0034080)	4/30	9.873962124732382E-4	0.017694922223530307	0	0	10.260756192959583	71.00893905111197	CENPU;CENPW;CENPI;HJURP
recombinational repair (GO:0000725)	6/79	0.0011828696144276297	0.020990137275627548	0	0	5.506007760998644	37.10945671770468	RAD51AP1;POLQ;RAD51;XRCC2;AUNIP;BRCA2
nuclear membrane reassembly (GO:0031468)	5/54	0.0012547482297896864	0.02202648100207062	0	0	6.820769123976121	45.56833309952297	CCNB2;CCNB1;LMNA;CDK1;RCC1
chromatin remodeling at centromere (GO:0031055)	4/32	0.0012656099581300245	0.02202648100207062	0	0	9.526876513317191	63.56523588192807	CENPU;CENPW;CENPI;HJURP
protein phosphorylation (GO:0006468)	17/496	0.00136650615558443	0.023555963253407794	0	0	2.4191504167962212	15.955501851727183	PLK4;FLT3;PLK1;TTK;CIT;CCNA2;TEC;MELK;CDK6;CCNE1;CHEK1;KIT;CDK1;BIRC5;CTSG;ERG;CLSPN
regulation of mitotic sister chromatid separation (GO:0010965)	3/16	0.001603398624974564	0.02699663583651448	0	0	15.349272349272349	98.78223395485969	PTTG1;PLK1;CDC6
DNA unwinding involved in DNA replication (GO:0006268)	3/16	0.001603398624974564	0.02699663583651448	0	0	15.349272349272349	98.78223395485969	RAD51;MCM4;MCM2
anaphase-promoting complex-dependent catabolic process (GO:0031145)	6/84	0.0016257642575580543	0.02699663583651448	0	0	5.151745865056445	33.08336445282989	CCNB1;PTTG1;PLK1;CDK1;BUB1B;PSMD1
spindle assembly (GO:0051225)	6/84	0.0016257642575580543	0.02699663583651448	0	0	5.151745865056445	33.08336445282989	GOLGA8R;TPX2;KIFC1;RCC1;KIF11;GOLGA8O
positive regulation of transferase activity (GO:0051347)	8/148	0.0017600439361663979	0.02896072294964709	0	0	3.8411389297987237	24.36210295216417	RFC3;PCNA;FLT3;DSCC1;TIE1;PLK1;KIT;TCP1
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	2/5	0.002162184810492964	0.03525724781074113	0	0	44.215488215488215	271.3343603732352	RAD51;RAD54L
positive regulation of cell population proliferation (GO:0008284)	16/474	0.0021853228884130944	0.035316378821675896	0	0	2.375422408073202	14.551817923389828	FLT3;CLEC11A;IL18;KIF14;AKR1C3;TTK;FOXM1;AQP1;MEIS1;CDK6;PRC1;BIRC5;PRTN3;ELANE;SOX4;EZH2
microtubule depolymerization (GO:0007019)	3/18	0.00228529743284647	0.03628410836361501	0	0	13.301351351351352	80.88896388863593	STMN1;KIF14;KIF2C
positive regulation of nitric-oxide synthase activity (GO:0051000)	3/18	0.00228529743284647	0.03628410836361501	0	0	13.301351351351352	80.88896388863593	DHFR;SCARB1;NPR3
epithelium development (GO:0060429)	7/122	0.002412629998880804	0.03746575819369485	0	0	4.082846932698034	24.607472960979212	CPT1A;STIL;PCNA;WT1;CDK1;IFT122;CD34
histone exchange (GO:0043486)	4/38	0.0024218197285427057	0.03746575819369485	0	0	7.8432701894317045	47.24186789170902	CENPU;CENPW;CENPI;HJURP
negative regulation of G0 to G1 transition (GO:0070317)	4/38	0.0024218197285427057	0.03746575819369485	0	0	7.8432701894317045	47.24186789170902	RRM2;RAD51;CHEK1;EZH2
DNA replication-independent nucleosome assembly (GO:0006336)	4/39	0.002667269556274842	0.04082374423892473	0	0	7.618789346246974	45.154278573994155	CENPU;CENPW;CENPI;HJURP
regulation of centriole replication (GO:0046599)	3/19	0.00268399202454809	0.04082374423892473	0	0	12.469383445945946	73.82436161355268	PLK4;STIL;CENPJ
positive regulation of cellular process (GO:0048522)	19/625	0.0028570964474802056	0.043094538082826435	0	0	2.1381718528995757	12.525302518507868	SPAG5;FLT3;CLEC11A;KIF14;AKR1C3;MLC1;TTK;AZU1;CDC6;GATA2;FOXM1;MEIS1;PRC1;CHEK1;LMNA;BIRC5;PRTN3;SOX4;EZH2
regulation of cell cycle phase transition (GO:1901987)	6/95	0.003033698242217693	0.04471103069675188	0	0	4.512482264064118	26.163249706084663	CCNB1;PLK1;CDK1;BUB1B;PSMD1;GTSE1
folic acid-containing compound metabolic process (GO:0006760)	3/20	0.0031229910196270286	0.04471103069675188	0	0	11.735294117647058	67.7004901888756	DHFR;MTHFD1L;GGH
regulation of G0 to G1 transition (GO:0070316)	4/41	0.003208273728786028	0.04471103069675188	0	0	7.206229958772331	41.37833287495083	RRM2;RAD51;CHEK1;EZH2
regulation of DNA-dependent DNA replication initiation (GO:0030174)	2/6	0.0032112894975567644	0.04471103069675188	0	0	33.15993265993266	190.37391605441363	CDT1;TICRR
centromeric sister chromatid cohesion (GO:0070601)	2/6	0.0032112894975567644	0.04471103069675188	0	0	33.15993265993266	190.37391605441363	BUB1B;BUB1
hepatocyte differentiation (GO:0070365)	2/6	0.0032112894975567644	0.04471103069675188	0	0	33.15993265993266	190.37391605441363	E2F7;E2F8
